TeamHome,TeamAway,ResultTeamHome,ResultTeamAway,Bet1,BetX,Bet2
Liverpool,Manchester Utd,3,1,1.53,4.25,6.88
Brighton,Chelsea,1,2,8.50,4.44,1.43
Southampton,Arsenal,3,2,4.31,3.95,1.80
Fulham,West Ham,0,2,3.08,3.57,2.32
Crystal Palace,Leicester,1,0,2.77,3.18,2.78
Huddersfield,Newcastle,0,1,2.66,3.02,3.04
Tottenham,Burnley,1,0,1.19,7.21,16.58
Watford,Cardiff,3,2,1.68,3.80,5.52
Wolves,Bournemouth,2,0,1.96,3.47,4.23
Manchester City,Everton,3,1,1.22,6.99,12.08
Everton,Watford,2,2,1.67,3.90,5.57
Newcastle,Wolves,1,2,2.96,3.06,2.69
Leicester,Tottenham,0,2,4.24,3.51,1.95
Chelsea,Manchester City,2,0,3.55,3.53,2.09
Arsenal,Huddersfield,1,0,1.28,5.68,11.67
Burnley,Brighton,1,0,2.89,3.08,2.77
Cardiff,Southampton,1,0,3.24,3.29,2.38
Manchester Utd,Fulham,4,1,1.38,4.99,8.82
West Ham,Crystal Palace,3,2,2.29,3.38,3.34
Bournemouth,Liverpool,0,4,7.22,4.64,1.46
Manchester Utd,Arsenal,2,2,2.40,3.49,3.01
Tottenham,Southampton,3,1,1.32,5.39,10.01
Burnley,Liverpool,1,3,10.57,5.61,1.30
Everton,Newcastle,1,1,1.44,4.46,8.09
Fulham,Leicester,1,1,2.82,3.33,2.62
Wolves,Chelsea,2,1,5.81,3.91,1.64
Watford,Manchester City,1,2,8.81,5.32,1.35
Bournemouth,Huddersfield,2,1,1.70,3.72,5.52
Brighton,Crystal Palace,3,1,3.03,2.94,2.72
West Ham,Cardiff,3,1,1.66,3.98,5.48
Liverpool,Everton,1,0,1.45,4.46,7.91
Arsenal,Tottenham,4,2,2.85,3.53,2.50
Chelsea,Fulham,2,0,1.19,7.34,14.83
Southampton,Manchester Utd,2,2,4.46,3.45,1.93
Crystal Palace,Burnley,2,0,1.56,3.94,7.18
Huddersfield,Brighton,1,2,2.42,2.92,3.62
Leicester,Watford,2,0,2.37,3.27,3.28
Manchester City,Bournemouth,3,1,1.13,9.61,22.33
Newcastle,West Ham,0,3,2.55,3.35,2.94
Cardiff,Wolves,2,1,3.58,3.23,2.23
Burnley,Newcastle,1,2,3.10,3.11,2.55
Wolves,Huddersfield,0,2,1.58,3.69,7.43
Bournemouth,Arsenal,1,2,3.47,3.71,2.05
Tottenham,Chelsea,3,1,3.02,3.43,2.46
Brighton,Leicester,1,1,2.83,3.16,2.76
Everton,Cardiff,1,0,1.44,4.51,8.31
Fulham,Southampton,3,2,2.74,3.33,2.73
Manchester Utd,Crystal Palace,0,0,1.44,4.56,8.00
Watford,Liverpool,0,3,6.03,4.45,1.56
West Ham,Manchester City,0,4,12.17,6.80,1.24
Arsenal,Wolves,1,1,1.62,4.21,5.52
Manchester City,Manchester Utd,3,1,1.35,5.35,8.92
Chelsea,Everton,0,0,1.38,5.02,8.68
Liverpool,Fulham,2,0,1.10,11.17,26.00
Crystal Palace,Tottenham,0,1,5.38,3.97,1.67
Huddersfield,West Ham,1,1,3.37,3.27,2.31
Leicester,Burnley,0,0,1.47,4.44,7.47
Newcastle,Bournemouth,2,1,2.83,3.40,2.57
Southampton,Watford,1,1,2.29,3.35,3.33
Cardiff,Brighton,2,1,2.57,3.03,3.14
Huddersfield,Fulham,1,0,2.40,3.34,3.12
Chelsea,Crystal Palace,3,1,1.32,5.55,9.59
Manchester City,Southampton,6,1,1.11,10.49,26.00
Wolves,Tottenham,2,3,3.47,3.37,2.22
Arsenal,Liverpool,1,1,4.01,3.93,1.89
Cardiff,Leicester,0,1,3.49,3.34,2.22
Everton,Brighton,3,1,1.55,4.01,6.99
Newcastle,Watford,1,0,2.78,3.21,2.73
West Ham,Burnley,4,2,1.57,4.09,6.40
Bournemouth,Manchester Utd,1,2,4.03,3.69,1.94
Tottenham,Manchester City,0,1,5.28,4.15,1.65
Manchester Utd,Everton,2,1,1.79,3.67,4.79
Burnley,Chelsea,0,4,9.72,4.68,1.38
Crystal Palace,Arsenal,2,2,4.44,3.92,1.78
Leicester,West Ham,1,1,1.95,3.53,4.09
Brighton,Wolves,1,0,3.46,3.09,2.33
Fulham,Bournemouth,0,3,2.81,3.63,2.43
Liverpool,Cardiff,4,1,1.10,11.29,28.18
Southampton,Newcastle,0,0,1.99,3.33,4.16
Watford,Huddersfield,3,0,1.76,3.41,5.64
Arsenal,Leicester,3,1,1.60,4.13,5.76
Everton,Crystal Palace,2,0,1.79,3.59,5.07
Huddersfield,Liverpool,0,1,11.48,5.25,1.31
Bournemouth,Southampton,0,0,2.25,3.41,3.37
Cardiff,Fulham,4,2,2.52,3.43,2.87
Manchester City,Burnley,5,0,1.07,14.40,33.38
Newcastle,Brighton,0,1,2.20,3.17,3.80
West Ham,Tottenham,0,1,3.93,3.75,1.89
Wolves,Watford,0,2,1.76,3.54,5.50
Chelsea,Manchester Utd,2,2,1.76,3.91,4.87
Liverpool,Manchester City,0,0,2.75,3.58,2.57
Southampton,Chelsea,0,3,6.63,4.14,1.56
Fulham,Arsenal,1,5,5.10,4.40,1.64
Manchester Utd,Newcastle,3,2,1.39,4.67,9.88
Burnley,Huddersfield,1,1,2.34,2.98,3.67
Crystal Palace,Wolves,0,1,2.82,3.19,2.71
Leicester,Everton,1,2,2.20,3.32,3.63
Tottenham,Cardiff,1,0,1.25,6.52,12.62
Watford,Bournemouth,0,4,2.07,3.49,3.79
Brighton,West Ham,1,0,2.84,3.22,2.67
Bournemouth,Crystal Palace,2,1,2.31,3.47,3.20
Cardiff,Burnley,1,2,2.42,3.08,3.33
Chelsea,Liverpool,1,1,2.88,3.50,2.52
Arsenal,Watford,2,0,1.47,4.72,6.88
Everton,Fulham,3,0,1.67,4.19,5.09
Huddersfield,Tottenham,0,2,6.37,4.00,1.59
Manchester City,Brighton,2,0,1.09,12.13,33.05
Newcastle,Leicester,0,2,2.73,3.19,2.79
Wolves,Southampton,2,0,1.90,3.44,4.66
West Ham,Manchester Utd,3,1,4.04,3.56,1.97
Arsenal,Everton,2,0,1.39,5.28,8.00
West Ham,Chelsea,0,0,6.76,4.51,1.51
Brighton,Tottenham,1,2,5.35,3.95,1.69
Burnley,Bournemouth,4,0,3.27,3.36,2.33
Cardiff,Manchester City,0,5,21.93,8.49,1.15
Crystal Palace,Newcastle,0,0,2.09,3.29,3.94
Leicester,Huddersfield,3,1,1.71,3.56,5.99
Liverpool,Southampton,3,0,1.18,7.76,17.37
Manchester Utd,Wolves,1,1,1.60,3.95,6.45
Fulham,Watford,1,1,2.84,3.42,2.55
Southampton,Brighton,2,2,1.99,3.27,4.43
Everton,West Ham,1,3,2.05,3.48,3.86
Wolves,Burnley,1,0,1.73,3.55,5.71
Watford,Manchester Utd,1,2,4.97,3.54,1.82
Bournemouth,Leicester,4,2,2.40,3.40,3.09
Chelsea,Cardiff,4,1,1.14,8.79,23.27
Huddersfield,Crystal Palace,0,1,3.46,3.08,2.38
Manchester City,Fulham,3,0,1.08,12.78,33.12
Newcastle,Arsenal,1,2,4.46,3.85,1.82
Tottenham,Liverpool,1,2,3.10,3.59,2.34
Burnley,Manchester Utd,0,2,6.47,3.92,1.61
Watford,Tottenham,2,1,5.50,4.03,1.68
Cardiff,Arsenal,2,3,6.20,4.41,1.55
Manchester City,Newcastle,2,1,1.11,10.66,27.08
Brighton,Fulham,2,2,2.20,3.46,3.55
Chelsea,Bournemouth,2,0,1.30,6.05,10.36
Crystal Palace,Southampton,0,2,2.36,3.31,3.06
Everton,Huddersfield,1,1,1.58,3.90,7.10
West Ham,Wolves,0,1,2.55,3.32,2.93
Leicester,Liverpool,1,2,7.99,4.99,1.42
Manchester Utd,Tottenham,0,3,2.63,3.33,2.87
Fulham,Burnley,4,2,2.18,3.21,3.77
Newcastle,Chelsea,1,2,6.30,4.10,1.59
Watford,Crystal Palace,2,1,2.43,3.21,3.20
Liverpool,Brighton,1,0,1.15,8.88,20.60
Arsenal,West Ham,3,1,1.37,5.39,8.13
Bournemouth,Everton,2,2,2.66,3.46,2.69
Huddersfield,Cardiff,0,0,2.42,2.97,3.49
Southampton,Leicester,1,2,2.36,3.28,3.28
Wolves,Manchester City,1,1,10.94,6.00,1.29
Crystal Palace,Liverpool,0,2,8.26,5.21,1.38
Brighton,Manchester Utd,3,2,5.95,3.58,1.70
Burnley,Watford,1,3,2.39,3.03,3.46
Manchester City,Huddersfield,6,1,1.08,12.45,35.02
Chelsea,Arsenal,3,2,1.84,3.84,4.52
Everton,Southampton,2,1,1.81,3.52,5.05
Leicester,Wolves,2,0,2.11,3.34,3.83
Tottenham,Fulham,3,1,1.26,6.13,12.62
West Ham,Bournemouth,1,2,2.07,3.52,3.74
Cardiff,Newcastle,0,0,3.39,3.06,2.41
Arsenal,Manchester City,0,2,4.35,4.01,1.84
Liverpool,West Ham,4,0,1.23,6.93,12.77
Southampton,Burnley,0,0,2.01,3.18,4.50
Wolves,Everton,2,2,2.38,3.22,3.31
Bournemouth,Cardiff,2,0,1.88,3.59,4.58
Fulham,Crystal Palace,0,2,2.57,3.38,2.86
Huddersfield,Chelsea,0,3,6.78,3.94,1.59
Watford,Brighton,2,0,2.50,3.10,3.21
Newcastle,Tottenham,1,2,4.28,3.51,1.96
Manchester Utd,Leicester,2,1,1.57,3.96,7.02
Burnley,Bournemouth,1,2,2.39,3.48,3.09
Crystal Palace,West Brom,2,0,1.77,3.92,4.72
Huddersfield,Arsenal,0,1,5.64,4.67,1.56
Liverpool,Brighton,4,0,1.22,7.28,12.76
Manchester Utd,Watford,1,0,1.54,4.36,6.67
Newcastle,Chelsea,3,0,4.58,3.93,1.78
Southampton,Manchester City,0,1,6.06,4.59,1.55
Swansea,Stoke,1,2,2.06,3.54,3.81
Tottenham,Leicester,5,4,1.38,5.61,7.67
West Ham,Everton,3,1,2.32,3.40,3.25
West Ham,Manchester Utd,0,0,4.55,3.86,1.81
Manchester City,Brighton,3,1,1.19,7.76,15.70
Tottenham,Newcastle,1,0,1.21,7.50,14.74
Chelsea,Huddersfield,1,1,1.26,5.83,14.73
Leicester,Arsenal,3,1,3.83,3.90,1.95
Swansea,Southampton,0,1,3.31,3.17,2.41
Arsenal,Burnley,5,0,1.42,4.98,7.71
Chelsea,Liverpool,1,0,2.19,3.65,3.38
Manchester City,Huddersfield,0,0,1.07,14.73,33.78
Everton,Southampton,1,1,2.81,3.27,2.68
Bournemouth,Swansea,1,0,2.02,3.56,3.88
Leicester,West Ham,0,2,2.33,3.42,3.22
Watford,Newcastle,2,1,2.22,3.30,3.60
West Brom,Tottenham,1,0,7.31,4.44,1.49
Stoke,Crystal Palace,1,2,2.51,3.48,2.87
Brighton,Manchester Utd,1,0,4.97,3.50,1.84
Tottenham,Watford,2,0,1.17,8.69,16.54
Manchester Utd,Arsenal,2,1,1.39,5.37,8.16
West Ham,Manchester City,1,4,9.67,5.76,1.32
Swansea,Chelsea,0,1,7.81,4.77,1.44
Burnley,Brighton,0,0,2.40,3.10,3.38
Crystal Palace,Leicester,5,0,2.09,3.53,3.71
Huddersfield,Everton,0,2,2.71,3.02,3.00
Newcastle,West Brom,0,1,1.98,3.32,4.44
Southampton,Bournemouth,2,1,1.70,4.08,5.01
Liverpool,Stoke,0,0,1.28,6.05,11.31
Everton,Newcastle,1,0,2.20,3.32,3.61
Manchester City,Swansea,5,0,1.13,9.80,21.30
Arsenal,West Ham,4,1,1.51,4.63,6.60
Stoke,Burnley,1,1,2.25,3.36,3.44
Watford,Crystal Palace,0,0,3.02,3.28,2.50
West Brom,Liverpool,2,2,6.59,4.07,1.58
Burnley,Chelsea,1,2,4.41,3.55,1.91
Leicester,Southampton,0,0,2.42,3.46,3.05
Bournemouth,Manchester Utd,0,2,4.51,3.82,1.83
Brighton,Tottenham,1,1,6.29,4.26,1.57
West Ham,Stoke,1,1,1.98,3.47,4.14
Manchester Utd,West Brom,0,1,1.20,7.27,16.70
Newcastle,Arsenal,2,1,2.89,3.49,2.49
Tottenham,Manchester City,1,3,2.79,3.63,2.54
Liverpool,Bournemouth,3,0,1.22,7.15,13.42
Burnley,Leicester,2,1,2.64,3.14,2.97
Crystal Palace,Brighton,3,2,1.86,3.46,4.90
Huddersfield,Watford,1,0,2.60,3.13,3.03
Swansea,Everton,1,1,2.73,3.12,2.86
Southampton,Chelsea,2,3,4.60,3.79,1.82
Chelsea,West Ham,1,1,1.30,5.76,11.15
Arsenal,Southampton,3,2,1.70,3.84,4.81
Manchester City,Manchester Utd,2,3,1.82,3.72,4.65
Bournemouth,Crystal Palace,2,2,2.56,3.51,2.78
Brighton,Huddersfield,1,1,1.75,3.59,5.58
Leicester,Newcastle,1,2,1.88,3.54,4.65
Stoke,Tottenham,1,2,10.82,6.15,1.28
Watford,Burnley,1,2,2.39,3.15,3.38
West Brom,Swansea,1,1,2.43,3.15,3.28
Everton,Liverpool,0,0,3.68,3.48,2.09
Chelsea,Tottenham,1,3,2.34,3.40,3.29
Arsenal,Stoke,3,0,1.30,5.91,10.11
Everton,Manchester City,1,3,9.62,5.33,1.35
Brighton,Leicester,0,2,2.76,3.26,2.74
Manchester Utd,Swansea,2,0,1.23,6.46,15.57
Newcastle,Huddersfield,1,0,1.77,3.56,5.37
Watford,Bournemouth,2,2,2.30,3.41,3.27
West Brom,Burnley,1,2,2.60,3.02,3.13
West Ham,Southampton,3,0,2.84,3.18,2.71
Crystal Palace,Liverpool,1,2,6.76,4.75,1.48
Liverpool,Watford,5,0,1.16,8.57,16.54
Bournemouth,West Brom,2,1,1.79,3.73,4.79
Huddersfield,Crystal Palace,0,2,2.74,3.16,2.80
Stoke,Everton,1,2,2.74,3.19,2.78
Stoke,Manchester City,0,2,14.08,6.88,1.22
Bournemouth,Tottenham,1,4,7.25,4.92,1.43
Arsenal,Watford,3,0,1.51,4.48,6.61
Chelsea,Crystal Palace,2,1,1.30,5.55,11.64
Everton,Brighton,2,0,2.26,3.23,3.52
Huddersfield,Swansea,0,0,2.45,3.02,3.32
Newcastle,Southampton,3,0,2.66,3.11,2.93
West Brom,Leicester,1,4,3.13,3.31,2.40
West Ham,Burnley,0,3,2.23,3.12,3.70
Manchester Utd,Liverpool,2,1,3.09,3.22,2.49
Crystal Palace,Manchester Utd,2,3,7.74,4.57,1.44
Manchester City,Chelsea,1,0,1.49,4.72,6.52
Brighton,Arsenal,2,1,4.12,3.64,1.93
Liverpool,Newcastle,2,0,1.21,7.26,14.74
Leicester,Bournemouth,1,1,1.90,3.61,4.27
Southampton,Stoke,0,0,1.72,3.69,5.38
Swansea,West Ham,4,1,2.59,3.03,3.08
Tottenham,Huddersfield,2,0,1.16,8.12,19.33
Watford,West Brom,1,0,2.32,3.18,3.43
Burnley,Everton,2,1,2.56,2.91,3.27
Arsenal,Manchester City,0,3,4.58,4.27,1.72
Manchester Utd,Chelsea,2,1,2.41,3.19,3.28
Crystal Palace,Tottenham,0,1,9.25,5.32,1.35
Watford,Everton,1,0,2.39,3.20,3.27
Bournemouth,Newcastle,2,2,2.00,3.56,3.94
Brighton,Swansea,4,1,2.04,3.18,4.32
Burnley,Southampton,1,1,3.23,3.00,2.51
Liverpool,West Ham,4,1,1.23,6.91,12.77
West Brom,Huddersfield,1,2,1.89,3.39,4.74
Leicester,Stoke,1,1,1.71,3.85,5.29
Chelsea,West Brom,3,0,1.33,5.14,10.93
Southampton,Liverpool,0,2,4.94,3.89,1.73
Newcastle,Manchester Utd,1,0,6.13,4.04,1.61
Huddersfield,Bournemouth,4,1,3.12,3.27,2.42
Manchester City,Leicester,5,1,1.24,6.44,13.73
Everton,Crystal Palace,3,1,2.14,3.20,3.89
Stoke,Brighton,1,1,2.35,3.20,3.33
Swansea,Burnley,1,0,2.39,2.98,3.53
West Ham,Watford,2,0,2.40,3.28,3.15
Tottenham,Arsenal,1,0,1.95,3.82,3.89
Watford,Chelsea,4,1,6.50,4.34,1.54
Liverpool,Tottenham,2,2,1.99,3.79,3.74
Crystal Palace,Newcastle,1,1,2.08,3.28,3.98
Arsenal,Everton,5,1,1.33,5.53,9.63
Bournemouth,Stoke,2,1,1.92,3.60,4.20
Brighton,West Ham,3,1,2.28,3.04,3.74
Leicester,Swansea,1,1,1.84,3.48,4.86
Manchester Utd,Huddersfield,2,0,1.22,6.53,15.56
West Brom,Southampton,2,3,2.84,3.08,2.77
Burnley,Manchester City,1,1,11.77,5.70,1.29
Manchester City,West Brom,3,0,1.14,9.12,20.60
Stoke,Watford,0,0,2.18,3.40,3.52
Tottenham,Manchester Utd,2,0,2.43,3.37,3.09
Chelsea,Bournemouth,0,3,1.37,4.97,9.47
Everton,Leicester,2,1,2.72,3.14,2.84
Newcastle,Burnley,1,1,2.23,3.07,3.78
Southampton,Brighton,1,1,1.81,3.42,5.27
Huddersfield,Liverpool,0,3,10.41,5.46,1.31
Swansea,Arsenal,3,1,6.69,4.28,1.53
West Ham,Crystal Palace,1,1,3.02,3.19,2.54
Swansea,Liverpool,1,0,10.83,5.81,1.29
Southampton,Tottenham,1,1,4.44,3.72,1.85
Manchester City,Newcastle,3,1,1.12,10.14,25.52
Arsenal,Crystal Palace,4,1,1.47,4.67,7.02
Burnley,Manchester Utd,0,1,7.28,3.94,1.55
Everton,West Brom,1,1,2.47,2.93,3.41
Leicester,Watford,2,0,1.77,3.82,4.80
Stoke,Huddersfield,2,0,2.03,3.38,4.01
West Ham,Bournemouth,1,1,2.31,3.32,3.31
Brighton,Chelsea,0,4,6.47,3.71,1.64
Manchester Utd,Stoke,3,0,1.20,7.15,15.72
Liverpool,Manchester City,4,3,3.09,3.61,2.32
Bournemouth,Arsenal,2,1,3.71,3.68,2.02
Tottenham,Everton,4,0,1.27,5.95,12.29
Chelsea,Leicester,0,0,1.30,5.60,11.30
Crystal Palace,Burnley,1,0,2.22,3.13,3.76
Huddersfield,West Ham,1,4,2.82,3.08,2.78
Newcastle,Swansea,1,1,1.75,3.61,5.37
Watford,Southampton,2,2,2.63,3.31,2.81
West Brom,Brighton,2,0,2.15,3.06,4.08
Tottenham,West Ham,1,1,1.28,5.95,10.97
Arsenal,Chelsea,2,2,3.21,3.40,2.33
Manchester City,Watford,3,1,1.12,10.55,21.32
Southampton,Crystal Palace,1,2,2.08,3.31,3.89
Swansea,Tottenham,0,2,8.12,4.39,1.46
West Ham,West Brom,2,1,2.14,3.12,3.96
Everton,Manchester Utd,0,2,5.58,3.68,1.71
Burnley,Liverpool,1,2,6.01,3.85,1.64
Leicester,Huddersfield,3,0,1.82,3.48,5.05
Stoke,Newcastle,0,1,2.29,3.26,3.38
Brighton,Bournemouth,2,2,2.42,3.05,3.39
West Brom,Arsenal,1,1,5.51,4.13,1.63
Crystal Palace,Manchester City,0,0,10.15,5.84,1.30
Manchester Utd,Southampton,0,0,1.34,5.25,9.65
Bournemouth,Everton,2,1,2.40,3.16,3.32
Chelsea,Stoke,5,0,1.13,9.45,20.98
Huddersfield,Burnley,0,0,2.41,2.97,3.50
Liverpool,Leicester,2,1,1.26,6.74,10.07
Newcastle,Brighton,0,0,2.12,3.19,3.97
Watford,Swansea,1,2,1.79,3.57,5.05
Crystal Palace,Arsenal,2,3,4.51,4.19,1.74
Newcastle,Manchester City,0,1,11.96,6.88,1.24
Liverpool,Swansea,5,0,1.15,9.19,18.00
Bournemouth,West Ham,3,3,2.54,3.20,3.00
Chelsea,Brighton,2,0,1.17,7.57,18.67
Huddersfield,Stoke,1,1,2.36,3.14,3.40
Manchester Utd,Burnley,2,2,1.26,6.02,12.93
Watford,Leicester,2,1,2.64,3.39,2.73
West Brom,Everton,0,0,2.28,3.08,3.64
Tottenham,Southampton,5,2,1.33,5.41,9.42
Leicester,Manchester Utd,2,2,4.09,3.59,1.95
Burnley,Tottenham,0,3,6.66,4.19,1.55
Brighton,Watford,1,0,2.67,3.15,2.88
Manchester City,Bournemouth,4,0,1.08,12.77,28.45
Southampton,Huddersfield,1,1,1.66,3.76,5.91
Stoke,West Brom,3,1,2.34,3.13,3.46
Swansea,Crystal Palace,1,1,3.28,3.23,2.37
West Ham,Newcastle,2,3,1.99,3.36,4.25
Everton,Chelsea,0,0,6.54,4.04,1.58
Arsenal,Liverpool,3,3,2.61,3.62,2.66
Everton,Swansea,3,1,1.79,3.45,5.28
Bournemouth,Liverpool,0,4,6.78,4.95,1.45
West Brom,Manchester Utd,1,2,6.07,3.69,1.67
Manchester City,Tottenham,4,1,1.62,4.41,5.28
Stoke,West Ham,0,3,2.42,3.13,3.18
Arsenal,Newcastle,1,0,1.25,6.50,11.96
Brighton,Burnley,0,0,2.48,2.91,3.40
Chelsea,Southampton,1,0,1.40,4.80,8.54
Watford,Huddersfield,1,4,1.73,3.71,5.35
Leicester,Crystal Palace,0,3,1.77,3.78,4.86
Liverpool,West Brom,0,0,1.19,7.55,15.57
Manchester Utd,Bournemouth,1,0,1.28,6.23,10.82
Tottenham,Brighton,2,0,1.20,7.14,15.89
West Ham,Arsenal,0,0,5.20,4.17,1.66
Newcastle,Everton,0,1,2.21,3.23,3.64
Southampton,Leicester,1,4,1.95,3.49,4.21
Swansea,Manchester City,0,4,12.46,6.68,1.24
Crystal Palace,Watford,2,1,2.31,3.45,3.19
Huddersfield,Chelsea,1,3,8.63,4.48,1.43
Burnley,Stoke,1,0,2.34,3.16,3.41
Manchester Utd,Manchester City,1,2,3.36,3.51,2.20
Liverpool,Everton,1,1,1.34,5.26,9.81
Southampton,Arsenal,1,1,4.19,3.73,1.89
Newcastle,Leicester,2,3,2.59,3.26,2.89
Burnley,Watford,1,0,2.80,3.13,2.76
Crystal Palace,Bournemouth,2,2,1.92,3.61,4.20
Huddersfield,Brighton,2,0,2.72,2.93,3.01
Swansea,West Brom,1,0,2.83,2.93,2.89
Tottenham,Stoke,5,1,1.28,6.08,10.66
West Ham,Chelsea,1,0,7.11,4.52,1.48
Manchester City,West Ham,2,1,1.10,11.70,24.23
Bournemouth,Southampton,1,1,3.33,3.24,2.35
Arsenal,Manchester Utd,1,3,2.35,3.37,3.21
Brighton,Liverpool,1,5,6.81,4.27,1.53
Everton,Huddersfield,2,0,1.88,3.46,4.69
Leicester,Burnley,1,0,2.02,3.29,4.19
Stoke,Swansea,2,1,1.84,3.57,4.75
Watford,Tottenham,1,1,5.11,4.28,1.65
West Brom,Crystal Palace,0,0,2.64,3.09,2.97
Chelsea,Newcastle,3,1,1.23,6.20,15.38
Everton,West Ham,4,0,2.45,3.23,3.16
Manchester City,Southampton,2,1,1.24,6.58,12.94
Stoke,Liverpool,0,3,5.84,4.32,1.58
Arsenal,Huddersfield,5,0,1.18,7.67,16.54
Bournemouth,Burnley,1,2,2.21,3.17,3.75
Chelsea,Swansea,1,0,1.19,7.20,16.54
Watford,Manchester Utd,2,4,4.98,3.75,1.76
West Brom,Newcastle,2,2,2.41,3.08,3.38
Brighton,Crystal Palace,0,0,2.63,3.06,3.00
Leicester,Tottenham,2,1,4.89,3.79,1.76
Huddersfield,Manchester City,1,2,17.35,8.07,1.17
Burnley,Arsenal,0,1,5.72,4.11,1.62
Southampton,Everton,4,1,1.87,3.49,4.69
Liverpool,Chelsea,1,1,2.18,3.57,3.37
Crystal Palace,Stoke,2,1,1.97,3.55,4.08
Manchester Utd,Brighton,1,0,1.18,7.18,19.32
Newcastle,Watford,0,3,2.32,3.36,3.24
Swansea,Bournemouth,0,0,2.94,3.19,2.59
Tottenham,West Brom,1,1,1.22,6.67,14.42
West Ham,Leicester,1,1,2.80,3.23,2.69
Brighton,Stoke,2,2,2.39,3.10,3.40
Watford,West Ham,2,0,2.30,3.19,3.47
Manchester Utd,Newcastle,4,1,1.28,5.71,12.77
Bournemouth,Huddersfield,4,0,1.80,3.58,5.01
Burnley,Swansea,2,0,2.32,2.99,3.68
Crystal Palace,Everton,2,2,2.25,3.20,3.55
Leicester,Manchester City,0,2,7.77,5.64,1.36
Liverpool,Southampton,3,0,1.42,4.87,7.82
West Brom,Chelsea,0,4,6.80,4.07,1.56
Arsenal,Tottenham,2,0,2.52,3.45,2.86
Chelsea,Manchester Utd,1,0,2.56,3.08,3.13
Everton,Watford,3,2,2.26,3.28,3.45
Manchester City,Arsenal,3,1,1.39,5.57,7.33
Tottenham,Crystal Palace,1,0,1.31,5.59,9.97
West Ham,Liverpool,1,4,6.06,4.48,1.54
Huddersfield,West Brom,1,0,2.82,2.91,2.94
Newcastle,Bournemouth,0,1,1.85,3.60,4.62
Southampton,Burnley,0,1,1.67,3.63,6.26
Swansea,Brighton,0,1,2.50,3.01,3.26
Stoke,Leicester,2,2,2.59,3.24,2.90
Burnley,Newcastle,1,0,3.14,3.09,2.53
Leicester,Everton,2,0,2.06,3.46,3.80
Brighton,Southampton,1,1,3.93,3.42,2.11
Bournemouth,Chelsea,0,1,5.78,4.31,1.58
Arsenal,Swansea,2,1,1.20,7.67,14.08
Crystal Palace,West Ham,2,2,2.53,3.12,3.09
Liverpool,Huddersfield,3,0,1.24,6.39,13.43
Watford,Stoke,0,1,2.01,3.56,3.86
West Brom,Manchester City,2,3,11.47,5.81,1.28
Manchester Utd,Tottenham,1,0,2.10,3.31,3.90
Tottenham,Liverpool,4,1,2.19,3.57,3.36
Everton,Arsenal,2,5,4.37,3.84,1.83
Southampton,West Brom,1,0,1.86,3.34,5.05
Huddersfield,Manchester Utd,2,1,9.07,4.61,1.40
Manchester City,Burnley,3,0,1.10,10.72,24.32
Newcastle,Crystal Palace,1,0,1.90,3.53,4.46
Stoke,Bournemouth,1,2,2.16,3.43,3.52
Swansea,Leicester,1,2,2.81,3.18,2.70
Chelsea,Watford,4,2,1.35,5.22,8.82
West Ham,Brighton,0,3,1.80,3.47,5.20
Leicester,West Brom,1,1,1.98,3.38,4.23
Southampton,Newcastle,2,2,1.91,3.40,4.62
Brighton,Everton,1,1,3.18,3.10,2.48
Watford,Arsenal,2,1,4.75,4.08,1.73
Burnley,West Ham,1,1,2.91,3.23,2.60
Crystal Palace,Chelsea,2,1,7.71,4.48,1.46
Manchester City,Stoke,7,2,1.12,10.42,21.30
Swansea,Huddersfield,2,0,2.05,3.25,4.15
Tottenham,Bournemouth,1,0,1.24,6.82,12.12
Liverpool,Manchester Utd,0,0,2.73,3.28,2.75
Newcastle,Liverpool,1,1,4.73,4.04,1.71
Everton,Burnley,0,1,1.73,3.60,5.44
Arsenal,Brighton,2,0,1.24,6.28,13.38
Chelsea,Manchester City,0,1,2.67,3.44,2.69
Bournemouth,Leicester,0,0,2.53,3.44,2.77
Manchester Utd,Crystal Palace,4,0,1.19,7.11,17.50
Stoke,Southampton,2,1,2.85,3.26,2.57
West Brom,Watford,2,2,2.16,3.23,3.73
West Ham,Swansea,1,0,1.86,3.50,4.56
Huddersfield,Tottenham,0,4,8.75,4.61,1.41
Arsenal,West Brom,2,0,1.32,5.42,10.23
Brighton,Newcastle,1,0,2.84,3.07,2.77
Leicester,Liverpool,2,3,4.30,4.04,1.80
Burnley,Huddersfield,0,0,2.37,3.13,3.37
Everton,Bournemouth,2,1,1.74,3.77,5.06
Manchester City,Crystal Palace,5,0,1.12,9.99,21.97
Southampton,Manchester Utd,0,1,4.72,3.61,1.83
Stoke,Chelsea,0,4,6.41,4.32,1.54
Swansea,Watford,1,2,2.31,3.26,3.36
West Ham,Tottenham,2,3,5.59,4.23,1.61
Manchester Utd,Everton,4,0,1.34,5.22,10.42
Chelsea,Arsenal,0,0,1.78,3.92,4.63
Tottenham,Swansea,0,0,1.21,7.21,14.42
Huddersfield,Leicester,1,1,3.47,3.31,2.24
Liverpool,Burnley,1,1,1.25,6.31,12.28
Newcastle,Stoke,2,1,2.19,3.37,3.56
Watford,Manchester City,0,6,9.62,5.81,1.31
West Brom,West Ham,0,0,2.31,3.21,3.39
