Result,League,Time,TeamHome,TeamAway,ManagerHome,ManagerAway,FormationHome,FormationAway,Stadium,Referee,RatingStartTeamHome,RatingSubstitutionHome,RatingStartTeamAway,RatingSubstitutionAway,RatingStartTeamHome3,RatingSubstitutionHome3,RatingStartTeamAway3,RatingSubstitutionAway3,GPP_StartHome,GPP_SubsHome,GPP_StartAway,GPP_SubsAway,GoalsTeamHome,AssistsTeamHome,GoalsTeamAway,AssistsTeamAway,FormTeamHome3,FormTeamAway3,FormTeamHome6,FormTeamAway6,RatingTeamHome,RatingTeamAway,TotalShotsHome,TotalShotsAway,PossessionHome,PossessionAway,PassAccuracyHome,PassAccuracyAway,DribblesHome,DribblesAway,AerialsWonHome,AerialsWonAway,TacklesHome,TacklesAway,CornersHome,CornersAway,DispossessedHome,DispossessedAway,YellowCardHome,YellowCardAway,RedCardHome,RedCardAway,RatingTeamHomeA,RatingTeamAwayA,TotalShotsHomeA,TotalShotsAwayA,PossessionHomeA,PossessionAwayA,PassAccuracyHomeA,PassAccuracyAwayA,DribblesHomeA,DribblesAwayA,AerialsWonHomeA,AerialsWonAwayA,TacklesHomeA,TacklesAwayA,CornersHomeA,CornersAwayA,DispossessedHomeA,DispossessedAwayA,YellowCardHomeA,YellowCardAwayA,RedCardHomeA,RedCardAwayA,RatingTeamHome3,RatingTeamAway3,TotalShotsHome3,TotalShotsAway3,PossessionHome3,PossessionAway3,PassAccuracyHome3,PassAccuracyAway3,DribblesHome3,DribblesAway3,AerialsWonHome3,AerialsWonAway3,TacklesHome3,TacklesAway3,CornersHome3,CornersAway3,DispossessedHome3,DispossessedAway3,YellowCardHome3,YellowCardAway3,RedCardHome3,RedCardAway3,RatingTeamHome3A,RatingTeamAway3A,TotalShotsHome3A,TotalShotsAway3A,PossessionHome3A,PossessionAway3A,PassAccuracyHome3A,PassAccuracyAway3A,DribblesHome3A,DribblesAway3A,AerialsWonHome3A,AerialsWonAway3A,TacklesHome3A,TacklesAway3A,CornersHome3A,CornersAway3A,DispossessedHome3A,DispossessedAway3A,YellowCardHome3A,YellowCardAway3A,RedCardHome3A,RedCardAway3A,PHome,WHome,DHome,LHome,GFHome,GAHome,GDHome,PointsHome,PlaceHome,PAway,WAway,DAway,LAway,GFAway,GAAway,GDAway,PointsAway,PlaceAway,FutureTeamHome,FuturePlaceTeamHome,FutureStatusTeamHome,FutureTeamAway,FuturePlaceTeamAway,FutureStatusTeamAway
0,2,15.0,34,25,91,71,10,6,53,49,6.378,5.301,6.739,5.043,6.227,5.233,6.927,4.614,30.364,23.571,29.091,27.571,33,23,40,28,0.0,66.67,33.33,66.67,6.788,6.733,12.765,11.706,48.876,47.812,78.882,75.000,9.176,9.000,18.000,22.471,19.588,16.765,5.882,5.529,9.824,11.059,25.000,26.000,0.000,3.000,6.721,6.755,11.206,13.647,48.532,51.106,77.618,77.529,9.382,9.853,17.353,22.265,19.117,17.412,5.029,5.588,10.148,9.794,27.000,29.000,0.500,2.500,6.893,6.787,9.667,13.667,56.400,51.333,82.000,77.333,9.667,9.333,18.333,18.333,21.667,13.667,3.333,4.333,13.333,10.333,4.000,2.000,0.000,1.000,6.676,6.885,10.834,14.834,57.267,56.216,80.666,80.833,9.167,9.333,17.500,20.500,21.167,15.500,5.000,4.500,10.666,10.500,3.500,2.000,0.000,0.500,34,12,6,16,42,52,-10,42,11,34,14,5,15,46,45,1,47,8,32,3,2,33,4,1
-1,2,15.0,45,36,99,50,6,18,61,50,5.999,4.841,6.210,4.794,5.952,4.867,6.173,4.800,26.818,19.429,29.000,19.286,14,9,29,24,0.0,33.33,0.0,33.33,6.497,6.693,10.824,10.882,50.029,46.300,75.412,73.824,5.882,7.235,25.059,21.529,19.353,17.471,4.706,4.588,10.118,11.882,26.000,36.000,3.000,1.000,6.489,6.722,10.765,11.160,48.029,45.750,75.353,74.225,6.147,7.492,23.617,21.202,18.383,17.548,4.412,4.700,10.618,10.566,26.500,33.500,2.000,1.500,6.480,6.347,11.000,9.000,50.400,38.600,77.333,76.000,7.333,9.333,23.333,14.667,18.667,19.333,5.667,3.333,10.667,6.000,8.000,5.000,0.000,0.000,6.386,6.557,11.666,9.834,44.767,39.250,75.333,76.334,8.500,8.500,18.166,15.167,16.834,18.000,5.333,3.833,10.667,6.667,6.000,7.500,0.000,0.500,34,3,5,26,19,67,-48,14,20,33,13,7,13,47,48,-1,46,10,43,2,2,39,16,1
1,2,12.5,28,32,74,98,2,4,58,28,6.448,5.935,6.045,4.609,6.579,5.771,6.164,5.381,27.818,30.429,26.091,15.571,81,58,42,29,100.0,66.67,100.0,44.44,7.223,6.845,20.706,12.176,69.718,58.806,89.941,80.941,11.412,9.235,14.882,15.588,12.471,18.235,8.176,4.824,8.471,9.471,13.000,30.000,0.000,1.000,7.090,6.891,17.978,14.057,68.569,59.816,88.876,82.596,11.393,9.523,14.222,15.763,13.611,15.962,8.182,5.131,10.454,9.204,18.500,25.000,0.500,0.500,7.157,6.393,22.000,12.000,75.167,56.000,90.000,81.333,11.667,11.667,14.667,12.333,10.667,18.667,13.000,5.000,6.667,8.333,1.000,4.000,0.000,0.000,7.102,6.771,22.166,15.834,74.217,60.584,90.166,82.666,11.000,13.000,12.834,16.166,13.167,17.000,12.166,5.000,8.000,8.500,1.500,5.000,0.000,0.000,33,27,2,4,86,22,64,83,2,33,22,1,10,64,34,30,67,3,27,6,2,38,17,1
-1,2,19.75,38,46,104,100,1,1,56,34,6.278,4.792,6.128,4.936,6.015,4.176,6.394,4.371,26.182,23.000,27.818,18.000,29,12,19,13,0.0,0.0,33.33,16.67,6.682,6.539,11.062,9.438,43.675,34.200,74.125,63.750,7.750,5.875,20.250,24.125,19.625,16.500,4.750,4.000,8.188,8.312,28.000,29.000,2.000,1.000,6.620,6.584,10.000,10.748,42.975,35.477,73.938,63.698,7.188,6.408,21.281,26.062,17.843,16.544,4.219,4.353,8.688,8.362,27.500,30.500,2.000,0.500,6.507,6.360,12.000,10.000,54.333,39.633,78.000,66.667,9.667,7.333,25.667,24.000,20.333,13.333,5.333,5.333,7.333,8.333,5.000,9.000,1.000,0.000,6.472,6.510,9.666,10.000,47.150,34.983,77.834,62.667,7.833,7.667,20.834,25.166,18.333,17.166,4.167,4.667,9.500,8.666,5.500,8.000,0.500,0.000,32,9,6,17,32,51,-19,33,17,33,8,4,21,28,63,-35,28,18,37,8,2,43,1,1
-1,2,20.0,36,33,50,97,8,1,52,41,6.416,4.574,6.377,5.605,6.518,4.371,6.542,5.781,27.000,20.571,24.182,25.571,31,23,60,38,33.33,66.67,50.0,77.78,6.780,6.634,11.467,10.467,45.940,54.993,74.867,80.867,7.800,8.133,21.333,13.733,17.933,16.267,4.733,4.267,9.333,10.667,29.000,27.000,1.000,1.000,6.736,6.801,11.175,11.851,46.120,57.591,74.346,81.993,7.518,7.743,21.431,14.514,17.702,16.751,4.660,5.104,10.607,10.627,32.500,29.000,1.000,0.500,6.930,6.690,9.333,8.333,43.200,47.433,75.333,71.667,6.000,11.000,18.000,15.000,19.667,20.667,5.000,3.333,9.000,10.667,10.000,8.000,0.000,1.000,6.639,6.870,9.166,10.333,40.900,53.966,75.666,77.667,7.667,8.000,16.334,14.166,19.500,16.500,4.167,5.000,7.500,10.834,7.500,7.000,0.000,0.500,32,13,7,12,47,47,0,46,10,32,19,6,7,65,40,25,63,6,45,20,2,35,14,1
1,2,16.5,43,29,89,101,2,2,49,28,6.748,5.380,6.574,5.435,6.752,4.948,6.821,5.267,30.455,26.714,28.000,27.000,72,43,49,42,100.0,100.0,94.44,77.78,7.072,6.744,17.938,15.375,64.350,65.556,85.062,87.875,8.688,11.312,12.812,14.062,17.062,13.875,7.250,5.125,11.000,11.812,15.000,25.000,1.000,0.000,6.985,6.890,15.175,16.041,61.608,64.757,83.648,87.408,9.491,11.627,15.612,14.002,16.090,15.820,6.655,5.622,11.059,12.377,19.500,21.500,1.000,0.000,7.147,6.823,18.667,19.333,59.633,67.467,82.000,85.667,9.333,11.667,14.333,17.333,18.333,15.333,7.667,5.000,9.000,12.333,2.000,6.000,0.000,0.000,7.002,6.933,16.500,18.833,61.083,66.717,81.334,87.167,9.000,14.000,19.666,14.666,17.166,15.166,7.500,7.000,10.666,13.166,4.500,4.500,0.000,0.000,33,25,7,1,75,20,55,82,2,33,20,6,7,57,34,23,66,4,46,18,2,31,13,1
-1,2,14.083333333333334,35,28,81,74,15,1,45,32,6.108,5.287,6.709,5.467,6.755,4.481,6.285,5.819,28.727,22.571,26.091,28.714,36,21,78,54,66.67,100.0,50.0,100.0,6.760,6.942,16.375,14.933,49.938,67.087,78.000,87.667,10.938,11.067,18.562,13.533,19.500,14.267,7.438,8.133,12.188,12.400,20.000,24.000,1.000,1.000,6.756,7.082,12.952,17.819,45.957,68.403,76.382,88.804,9.852,11.239,18.017,14.207,19.133,13.369,5.689,8.154,12.418,10.436,27.000,18.500,1.000,0.500,6.733,7.050,17.000,20.667,52.233,69.533,79.667,89.000,12.667,8.667,18.000,15.667,20.333,15.333,6.000,10.333,11.000,11.000,3.000,3.000,0.000,0.000,6.750,7.104,11.500,21.334,46.883,72.350,76.167,89.500,10.667,10.167,20.334,15.167,18.500,13.000,4.833,11.666,10.000,8.834,3.500,2.000,0.000,0.000,33,11,6,16,39,43,-4,39,14,32,26,2,4,83,21,62,80,2,33,6,2,32,3,1
1,2,17.5,27,34,73,91,1,10,41,35,5.995,5.295,6.328,5.009,5.894,5.300,5.891,4.976,23.909,18.571,27.455,23.571,57,27,30,20,33.33,33.33,61.11,33.33,6.790,6.656,15.000,9.125,58.193,47.594,82.267,76.125,7.467,9.500,17.933,16.375,14.400,18.750,6.333,3.750,10.733,10.500,23.000,28.000,1.000,1.000,6.791,6.722,13.736,10.945,55.220,48.235,81.604,77.504,8.175,9.338,18.731,17.188,15.259,19.169,5.373,4.816,11.160,10.162,33.000,26.500,2.000,0.500,6.750,6.447,10.000,6.667,50.367,47.033,77.667,75.667,8.000,7.667,20.333,15.333,14.333,19.667,5.000,3.667,11.333,7.000,4.000,4.000,0.000,0.000,6.660,6.670,12.500,8.167,51.617,51.716,79.334,78.834,8.000,8.667,22.166,16.833,16.333,20.667,4.667,3.500,10.666,10.166,6.500,4.000,0.500,0.000,32,18,7,7,61,43,18,61,6,33,12,6,15,41,50,-9,42,11,30,9,2,25,7,1
1,2,15.0,31,46,77,100,5,1,43,29,6.204,4.700,6.133,5.074,6.591,3.733,6.476,4.905,31.182,22.857,27.636,19.143,36,24,18,14,66.67,33.33,33.33,16.67,6.691,6.546,11.312,9.133,43.650,32.880,70.750,63.600,5.562,5.933,27.375,23.200,14.875,17.000,4.250,4.000,7.625,8.200,25.000,25.000,0.000,1.000,6.685,6.588,9.715,10.596,41.475,34.817,69.257,63.623,5.222,6.437,28.246,25.600,15.320,16.794,3.801,4.353,8.018,8.306,32.000,28.500,0.500,0.500,6.610,6.497,12.333,7.333,51.900,32.733,73.000,64.000,4.000,6.667,30.667,23.000,14.333,16.000,6.000,4.667,9.667,10.000,3.000,8.000,0.000,0.000,6.609,6.579,10.333,8.666,45.483,31.533,69.334,61.334,5.500,7.333,31.667,24.666,17.833,18.500,5.500,4.333,10.000,9.500,4.500,7.500,0.000,0.000,33,10,6,17,40,60,-20,36,15,32,8,4,20,28,61,-33,28,18,29,4,2,38,17,2
-1,2,15.0,38,44,104,90,2,5,56,30,6.285,4.966,6.446,5.345,6.639,4.186,6.297,4.681,26.636,22.000,26.545,21.000,28,12,44,30,33.33,22.22,33.33,27.78,6.745,6.517,11.267,11.188,43.247,45.906,73.800,78.250,7.933,8.562,20.467,17.312,19.667,12.125,4.800,5.438,7.933,8.750,26.000,19.000,1.000,0.000,6.652,6.630,10.102,11.271,42.761,45.912,73.775,76.625,7.279,7.752,21.389,19.097,17.864,12.974,4.244,5.160,8.561,9.346,26.500,26.500,1.500,0.500,6.750,6.510,14.667,9.667,60.367,39.967,78.000,76.333,10.000,8.667,34.333,14.667,17.667,16.667,7.000,3.333,6.000,6.667,4.000,5.000,0.000,0.000,6.594,6.476,11.000,8.167,50.167,41.117,77.834,72.833,8.000,7.833,25.166,18.167,17.000,13.500,5.000,3.167,8.834,8.000,5.000,5.500,0.000,0.000,31,9,6,16,32,46,-14,33,17,33,11,5,17,44,61,-17,38,13,46,18,1,47,19,1
1,2,15.0,47,30,102,95,1,1,60,49,6.129,5.035,6.556,5.081,6.291,4.705,7.136,4.729,25.273,21.714,28.091,30.143,26,15,47,27,0.0,100.0,0.0,77.78,6.622,6.756,14.875,10.750,46.969,48.050,77.625,75.500,8.500,9.438,20.938,25.188,14.688,17.938,5.000,4.938,11.125,12.062,33.000,30.000,1.000,4.000,6.521,6.755,12.055,12.552,47.249,51.096,78.371,76.544,8.838,9.072,19.439,23.888,15.550,18.087,4.000,5.439,12.122,12.796,31.500,26.500,1.000,2.000,6.430,7.030,8.000,12.000,35.933,57.467,78.000,78.000,10.000,8.667,10.333,28.667,18.333,18.000,2.000,5.000,11.333,13.667,6.000,3.000,0.000,0.000,6.425,6.998,10.166,13.500,44.583,48.367,80.334,74.666,9.666,8.334,14.666,25.000,19.000,17.500,3.167,5.000,13.500,13.334,5.500,3.000,0.000,0.000,33,4,5,24,30,76,-46,17,19,33,13,7,13,46,42,4,46,9,44,13,2,27,6,1
1,2,15.0,39,37,85,83,0,8,47,31,5.949,5.850,6.586,5.266,6.776,4.990,6.782,4.614,23.455,26.857,29.636,30.143,33,12,43,28,66.67,55.56,50.0,55.56,6.731,6.704,13.375,10.812,43.556,45.625,74.938,75.625,7.812,9.062,20.938,23.000,19.250,19.188,5.250,4.438,9.375,10.438,38.000,32.000,2.000,1.000,6.690,6.762,12.688,12.156,43.200,46.438,73.094,76.812,7.062,8.812,20.157,21.969,18.406,19.407,4.812,4.813,9.250,10.657,33.500,31.000,1.500,1.000,6.870,6.567,12.333,5.667,36.900,45.767,70.667,75.000,6.333,10.667,23.667,20.000,17.667,23.333,5.000,3.333,10.000,7.333,6.000,7.000,0.000,0.000,6.732,6.787,10.666,10.167,37.367,50.484,68.500,78.000,6.167,11.334,19.334,24.000,16.334,20.333,5.167,5.500,9.334,8.000,4.500,5.000,0.000,0.000,32,8,9,15,36,53,-17,33,17,32,13,8,11,40,39,1,47,8,40,14,2,38,16,1
1,2,12.5,32,45,98,99,11,7,51,43,5.756,5.320,5.623,5.369,5.797,5.386,5.891,5.429,23.909,22.286,25.636,20.857,33,29,17,9,33.33,0.0,27.78,16.67,6.897,6.511,15.533,10.938,60.213,47.031,84.067,75.438,9.533,6.125,15.667,22.750,13.533,17.688,5.533,4.250,9.000,11.250,18.000,25.000,0.000,1.000,6.871,6.504,13.854,10.881,59.510,48.530,82.504,75.425,9.384,6.003,15.627,23.904,15.884,18.520,5.178,4.478,9.236,10.684,24.000,25.500,0.500,2.000,6.987,6.450,16.333,12.000,59.533,44.900,83.000,74.667,12.333,6.667,18.333,15.333,14.667,17.667,4.333,5.333,9.000,11.667,7.000,4.000,0.000,0.000,6.690,6.465,14.166,11.500,57.767,47.650,82.166,76.000,12.000,7.000,15.333,19.333,16.667,18.167,4.667,5.500,8.666,11.167,5.500,6.000,0.000,0.000,32,21,1,10,60,34,26,64,4,33,3,5,25,19,63,-44,14,20,28,2,2,36,10,1
-1,2,20.0,25,40,71,103,10,7,40,38,6.779,5.215,6.259,5.417,7.191,4.876,6.176,4.948,26.909,30.714,26.182,24.000,43,28,24,19,100.0,22.22,83.33,44.44,6.789,6.664,15.812,9.062,53.319,35.575,79.812,68.188,10.875,5.812,21.625,19.062,18.375,18.938,5.875,3.562,8.375,9.688,30.000,26.000,2.000,1.000,6.761,6.694,13.759,11.560,50.566,40.402,77.406,71.035,9.938,6.024,22.048,21.178,17.570,18.792,5.702,4.899,9.717,10.815,28.000,25.000,2.500,1.000,7.103,6.327,18.333,10.667,53.567,41.567,84.000,73.667,10.333,6.333,22.000,12.333,17.667,21.000,5.333,4.667,8.333,11.000,1.000,6.000,0.000,0.000,6.945,6.579,16.000,13.667,52.450,46.383,80.666,74.667,9.833,6.167,20.166,18.166,15.667,20.334,4.833,5.833,9.333,12.000,1.500,5.500,0.500,0.000,33,14,5,14,46,44,2,47,7,33,9,8,16,31,43,-12,35,15,34,11,2,39,17,1
1,2,20.0,29,34,101,91,2,1,42,38,6.514,5.480,6.293,5.287,6.509,5.333,6.309,4.848,24.909,29.286,24.545,25.857,47,40,35,21,66.67,33.33,77.78,50.0,7.028,6.674,16.750,9.133,64.581,47.700,87.062,76.067,11.562,9.667,14.125,16.733,18.125,18.400,6.062,3.733,13.062,10.800,16.000,27.000,0.000,1.000,6.886,6.731,16.062,10.949,65.069,48.288,87.469,77.475,11.437,9.421,14.093,17.367,16.000,18.994,5.594,4.808,12.437,10.312,20.500,26.000,0.000,0.500,7.000,6.570,16.667,5.667,63.467,45.967,87.333,74.667,12.667,6.667,12.667,16.333,20.000,19.000,7.333,3.667,16.333,6.667,2.000,3.000,0.000,0.000,6.912,6.732,18.000,7.667,65.467,51.183,86.500,78.334,12.167,8.167,15.000,17.333,17.666,20.334,6.167,3.500,14.333,10.000,4.000,3.500,0.000,0.000,32,19,6,7,55,34,21,63,5,32,12,6,14,41,48,-7,42,11,43,1,2,27,6,2
1,2,14.083333333333334,30,33,95,97,1,0,50,30,6.507,4.524,6.104,5.522,7.003,4.143,6.239,5.443,27.091,25.571,24.273,21.571,45,26,51,37,66.67,88.89,61.11,94.44,6.741,6.639,13.812,10.714,54.844,54.843,77.562,80.929,8.750,7.714,22.625,13.500,18.188,15.929,5.750,4.143,13.562,10.714,22.000,23.000,0.000,1.000,6.748,6.803,12.281,11.974,51.447,57.516,76.531,82.023,9.094,7.534,23.907,14.397,18.063,16.582,5.344,5.042,12.812,10.651,26.000,27.000,2.000,0.500,6.770,6.637,8.667,7.333,37.900,42.133,70.333,71.000,10.000,9.667,19.667,11.000,19.333,16.667,3.667,2.000,14.000,10.333,3.000,5.000,0.000,1.000,6.900,6.843,10.334,9.833,47.683,51.317,74.166,77.334,9.334,7.333,24.167,12.166,18.666,14.500,4.333,4.333,13.834,10.666,3.000,5.500,0.000,0.500,32,12,7,13,45,42,3,43,10,31,19,6,6,65,39,26,63,4,47,19,2,36,9,2
-1,2,15.0,44,31,90,77,5,5,54,32,6.493,4.961,6.175,4.765,6.445,4.981,6.291,3.943,24.727,21.429,30.182,21.857,42,29,32,22,55.56,33.33,38.89,33.33,6.780,6.661,11.438,8.000,45.044,39.250,74.812,67.688,6.875,4.812,20.000,29.188,14.312,16.000,5.000,3.188,10.188,8.625,32.000,36.000,1.000,1.000,6.649,6.676,11.313,9.656,45.475,41.450,76.531,69.219,7.718,5.187,18.656,28.282,13.218,15.438,5.219,3.719,9.469,8.125,25.500,30.500,0.500,0.500,6.663,6.750,6.667,8.000,37.167,36.300,67.667,62.333,8.000,5.667,19.000,33.333,15.333,21.000,5.000,4.000,12.667,11.000,8.000,4.000,0.000,0.000,6.587,6.680,8.167,10.166,38.567,44.100,72.000,67.666,8.334,4.833,16.834,32.000,16.000,17.666,4.167,5.000,9.667,10.334,6.500,3.500,0.000,0.000,32,11,5,16,43,58,-15,38,13,32,9,6,17,37,59,-22,33,16,38,15,2,46,18,1
-1,2,15.0,45,25,99,71,6,10,61,44,5.694,5.151,6.521,5.032,6.285,5.133,6.727,4.376,24.636,19.143,24.636,27.286,13,9,34,25,0.0,100.0,16.67,66.67,6.518,6.707,10.875,11.312,50.356,47.350,75.375,74.562,5.938,8.625,25.625,22.875,19.500,16.812,4.500,5.562,10.062,10.938,23.000,26.000,3.000,3.000,6.514,6.748,10.907,13.562,48.694,50.335,75.406,77.187,6.031,9.750,24.188,22.250,18.594,17.593,4.375,5.719,10.656,9.657,24.000,28.000,2.000,2.500,6.627,6.607,13.000,14.333,53.667,48.567,78.333,77.000,8.333,7.667,23.333,20.333,21.667,12.333,4.667,5.667,11.000,9.000,8.000,3.000,0.000,1.000,6.538,6.855,12.500,16.333,49.284,51.067,76.500,80.500,7.500,9.000,19.333,21.166,19.667,15.000,5.000,5.500,11.334,8.666,6.000,2.000,0.000,0.500,32,3,5,24,18,59,-41,14,20,32,13,5,14,42,43,-1,44,9,32,3,2,40,14,1
-1,2,15.0,40,35,103,81,7,5,55,39,6.432,5.200,6.384,4.758,6.518,4.633,6.567,4.357,24.273,22.429,28.364,20.429,24,19,35,20,55.56,33.33,61.11,50.0,6.735,6.742,13.812,9.938,44.694,41.712,73.312,74.688,6.250,9.000,23.562,16.750,18.688,18.938,6.062,3.938,12.062,12.625,23.000,32.000,1.000,1.000,6.700,6.751,11.437,13.157,40.135,45.825,70.750,76.344,6.031,9.969,21.312,17.656,18.813,19.219,4.812,5.688,10.875,12.407,24.500,26.000,1.000,1.000,7.080,6.863,20.333,7.333,51.367,37.667,75.667,71.667,5.000,9.333,26.667,20.000,18.000,16.333,8.000,3.333,11.333,9.000,6.000,3.000,0.000,0.000,6.704,6.798,15.500,12.166,46.467,44.950,74.667,75.667,5.667,11.000,19.500,19.000,19.500,18.333,6.333,4.667,11.166,10.000,6.000,3.000,0.000,0.000,32,9,8,15,31,42,-11,35,14,32,10,6,16,38,43,-5,36,13,25,9,2,28,2,1
-1,2,20.0,39,43,85,89,0,2,47,37,6.028,5.431,6.772,5.151,6.906,4.567,6.661,4.490,24.636,20.714,29.636,23.714,25,11,67,39,66.67,100.0,50.0,88.89,6.750,6.897,13.533,12.125,44.260,58.356,75.667,82.250,8.000,10.562,20.333,18.188,19.467,15.375,5.133,6.125,9.467,11.250,36.000,20.000,2.000,1.000,6.700,6.985,12.767,15.031,43.552,61.353,73.459,83.656,7.156,9.625,19.854,15.500,18.514,16.218,4.754,6.688,9.296,11.125,32.500,17.500,1.500,1.000,6.917,6.807,13.333,11.000,48.133,61.733,75.667,81.667,9.333,11.000,20.667,26.000,19.000,18.667,5.333,8.000,10.000,13.000,7.000,6.000,0.000,0.000,6.755,6.977,11.166,14.834,42.983,60.683,71.000,81.834,7.667,10.166,17.834,20.166,17.000,18.500,5.333,7.833,9.334,11.000,5.000,4.000,0.000,0.000,31,8,9,14,35,50,-15,33,17,32,24,7,1,72,19,53,79,2,37,7,1,29,5,1
1,2,19.75,32,35,98,81,1,2,51,34,6.682,5.008,6.320,5.313,6.430,4.929,6.412,5.267,25.545,22.286,27.091,24.000,52,32,36,22,22.22,66.67,27.78,61.11,6.871,6.763,14.786,10.267,59.850,42.180,83.857,74.600,9.000,9.000,15.214,17.067,13.357,19.067,5.357,4.067,8.857,13.133,17.000,32.000,0.000,1.000,6.858,6.761,13.481,13.321,59.328,46.059,82.399,76.300,9.117,9.969,15.401,17.815,15.796,19.284,5.091,5.752,9.164,12.660,23.500,26.000,0.500,1.000,6.913,6.940,14.667,10.667,61.633,39.833,83.000,70.333,9.667,11.000,17.667,23.333,12.667,18.333,3.667,5.333,8.000,11.667,6.000,7.000,0.000,1.000,6.653,6.837,13.334,13.834,58.817,46.033,82.166,75.000,10.667,11.834,15.000,20.666,15.667,19.333,4.333,5.667,8.166,11.334,5.000,5.000,0.000,0.500,31,20,1,10,58,34,24,61,6,31,10,6,15,38,41,-3,36,13,45,20,1,40,14,2
1,2,19.75,28,46,74,100,2,6,58,31,6.025,6.192,6.174,4.821,5.876,6.681,6.745,4.062,25.273,27.571,26.545,17.714,58,46,19,13,100.0,33.33,100.0,33.33,7.204,6.561,20.312,9.500,69.150,33.714,89.875,63.429,11.250,5.643,15.000,23.857,12.562,17.214,7.625,4.000,8.688,8.429,13.000,22.000,0.000,1.000,7.073,6.595,17.623,10.779,68.119,35.233,88.771,63.538,11.159,6.292,14.267,25.928,13.415,16.901,7.879,4.353,10.544,8.421,18.500,27.000,0.500,0.500,7.223,6.557,18.000,12.333,67.500,35.367,90.667,65.000,10.667,4.667,13.667,25.333,11.000,16.667,8.000,5.667,9.333,11.333,2.000,8.000,0.000,0.000,7.136,6.609,19.334,11.166,68.517,32.850,89.834,61.834,9.667,6.333,14.667,25.833,13.166,18.834,9.166,4.833,10.166,10.166,2.500,7.500,0.000,0.000,31,25,2,4,81,21,60,77,2,31,8,4,19,28,59,-31,28,18,35,13,2,31,16,2
1,2,19.75,29,38,101,104,2,2,42,35,6.088,5.611,6.137,5.063,6.012,5.057,6.000,5.114,25.091,25.286,24.818,22.143,36,36,27,16,55.56,66.67,61.11,44.44,7.010,6.585,16.733,9.333,64.333,42.980,86.800,73.333,11.667,6.533,13.933,22.800,18.067,16.000,6.000,3.867,13.133,8.933,16.000,27.000,0.000,2.000,6.877,6.665,16.054,10.300,64.945,43.114,87.338,73.566,11.489,7.233,13.997,21.633,15.971,17.834,5.562,4.333,12.473,8.433,20.500,26.500,0.000,1.500,7.197,6.633,18.667,11.333,62.367,42.100,86.333,76.000,16.667,6.667,9.667,22.667,22.667,15.333,8.667,3.000,15.333,8.333,2.000,9.000,0.000,0.000,7.010,6.691,19.000,13.000,64.917,51.233,86.000,77.000,14.167,8.334,13.500,28.500,19.000,16.500,6.833,5.000,13.833,7.167,4.000,6.500,0.000,0.000,31,18,6,7,52,34,18,60,6,30,9,6,15,32,43,-11,33,15,34,11,1,44,12,1
1,2,19.75,37,27,83,73,8,17,46,29,6.495,5.409,6.251,5.297,6.570,5.505,6.209,5.686,28.818,28.857,25.000,20.000,42,27,49,25,55.56,66.67,50.0,77.78,6.817,6.826,13.800,12.125,47.080,52.375,77.733,80.938,8.533,8.938,20.933,19.312,19.800,16.250,5.333,4.375,11.067,11.812,29.000,39.000,1.000,2.000,6.761,6.808,12.306,13.562,46.352,55.284,76.679,81.602,8.797,8.203,21.966,18.623,19.494,15.325,4.886,5.354,10.753,11.273,30.500,31.000,1.000,1.500,7.213,6.903,18.333,14.000,56.833,52.400,80.333,80.000,12.333,10.000,29.000,23.667,19.667,17.333,8.333,4.000,9.333,12.333,6.000,7.000,0.000,0.000,6.890,6.826,12.000,12.000,51.300,51.383,77.666,78.834,11.500,9.000,24.500,22.000,21.500,15.833,5.833,4.500,8.333,11.833,6.500,5.500,0.000,0.000,31,12,8,11,38,38,0,44,9,31,18,7,6,60,41,19,61,4,39,17,2,34,11,1
1,2,19.75,36,47,50,102,18,9,52,50,6.667,5.048,6.111,5.430,6.397,4.829,5.964,5.014,27.364,24.000,25.909,20.714,43,29,25,14,33.33,0.0,50.0,0.0,6.752,6.408,11.214,8.750,45.893,47.163,74.429,78.625,7.571,8.875,21.857,17.750,17.643,16.312,4.643,2.938,9.500,13.125,26.000,28.000,1.000,1.000,6.723,6.515,11.048,11.812,46.096,47.066,74.126,78.125,7.403,8.688,21.693,19.344,17.557,15.500,4.615,3.969,10.691,12.125,31.000,30.500,1.000,1.000,6.847,6.407,7.333,9.333,45.933,50.400,73.333,81.333,3.333,8.667,26.333,18.333,18.000,19.667,3.333,3.000,9.667,17.333,8.000,4.000,0.000,0.000,6.597,6.418,8.166,8.666,42.267,43.166,74.666,79.666,6.333,9.334,20.500,14.333,18.666,19.000,3.333,2.500,7.833,14.333,6.500,5.000,0.000,0.000,31,12,7,12,43,46,-3,43,10,32,4,5,23,29,72,-43,17,19,33,3,1,30,9,1
