TeamHome,TeamAway,ResultTeamHome,ResultTeamAway,Bet1,BetX,Bet2
FK Krylya Sovetov Samara,CSKA Moscow,0,0,4.25,3.11,2.09
Ufa,Lokomotiv Moscow,0,0,4.26,2.97,2.18
Rubin Kazan,Krasnodar,2,1,2.86,2.95,2.89
Arsenal Tula,Dynamo Moscow,0,0,2.88,3.02,2.81
Yenisey,Zenit,0,2,8.02,3.89,1.54
FK Rostov,Akhmat Grozny,1,0,2.33,2.97,3.75
Spartak Moscow,Orenburg,1,0,1.42,4.61,9.14
Ural,FK Anzi Makhackala,0,1,1.59,3.87,6.94
FK Anzi Makhackala,Yenisey,4,3,2.12,3.53,3.60
Tambov,Amkar,0,1,3.12,3.17,2.54
Amkar,Tambov,2,0,1.79,3.26,6.05
Yenisey,FK Anzi Makhackala,3,0,2.19,3.24,3.68
Amkar,Akhmat Grozny,0,0,2.13,3.35,3.75
Arsenal Tula,Lokomotiv Moscow,2,0,2.12,3.57,3.51
CSKA Moscow,FK Anzi Makhackala,2,1,1.21,6.97,15.70
FK Rostov,Ural,1,0,1.72,3.49,5.87
Krasnodar,Rubin Kazan,1,1,1.63,3.84,5.92
Spartak Moscow,Dynamo Moscow,0,1,1.44,4.74,7.49
Ufa,Tosno,5,0,1.81,3.33,5.45
Zenit,SKA Khabarovsk,6,0,1.14,8.47,22.53
FK Anzi Makhackala,Akhmat Grozny,0,2,3.27,3.17,2.42
Rubin Kazan,Ufa,0,0,1.80,3.20,6.11
CSKA Moscow,Arsenal Tula,6,0,1.32,5.52,10.01
Ural,Amkar,0,2,2.78,2.91,3.01
Spartak Moscow,FK Rostov,2,0,1.65,3.78,6.08
Lokomotiv Moscow,Zenit,1,0,2.42,3.14,3.28
Tosno,Dynamo Moscow,1,2,2.99,3.05,2.66
SKA Khabarovsk,Krasnodar,0,1,10.79,5.23,1.33
Krasnodar,Lokomotiv Moscow,2,0,2.50,3.32,3.06
Akhmat Grozny,Ural,0,0,1.73,3.48,5.61
Dynamo Moscow,Rubin Kazan,0,0,3.08,2.77,2.86
Ufa,SKA Khabarovsk,1,0,1.31,5.10,12.44
FK Rostov,Tosno,2,0,1.64,3.64,6.76
Zenit,CSKA Moscow,0,0,2.30,3.29,3.43
Amkar,Spartak Moscow,0,2,5.51,3.60,1.75
Arsenal Tula,FK Anzi Makhackala,2,1,1.94,3.41,4.42
Spartak Moscow,Akhmat Grozny,1,3,1.43,4.64,8.33
Lokomotiv Moscow,Ufa,0,0,1.56,3.83,7.67
CSKA Moscow,Krasnodar,2,1,1.87,3.59,4.64
Tosno,Amkar,0,2,2.69,2.94,3.12
Arsenal Tula,Zenit,3,3,4.66,3.49,1.88
SKA Khabarovsk,Dynamo Moscow,0,1,7.31,3.76,1.59
FK Anzi Makhackala,Ural,0,1,2.12,3.23,3.88
Rubin Kazan,FK Rostov,1,1,2.19,2.88,4.34
CSKA Moscow,Amkar,3,0,1.46,4.23,8.83
Lokomotiv Moscow,Akhmat Grozny,0,0,1.74,3.43,5.91
Zenit,Dynamo Moscow,2,1,1.54,4.03,7.43
FK Rostov,SKA Khabarovsk,2,0,1.24,6.04,16.35
Ufa,CSKA Moscow,1,1,5.28,3.33,1.84
Ural,Spartak Moscow,2,1,5.67,3.96,1.64
Krasnodar,Arsenal Tula,3,0,1.66,3.94,5.73
Zenit,FK Anzi Makhackala,1,0,1.36,4.95,9.60
Dynamo Moscow,Lokomotiv Moscow,0,4,3.70,3.11,2.26
Amkar,Rubin Kazan,0,3,3.06,2.70,2.95
Akhmat Grozny,Tosno,1,0,1.70,3.58,5.85
CSKA Moscow,Dynamo Moscow,1,2,1.66,3.71,6.22
FK Anzi Makhackala,Spartak Moscow,1,4,5.01,3.79,1.75
Lokomotiv Moscow,FK Rostov,1,0,1.98,3.07,4.74
Tosno,Ural,2,2,2.26,3.12,3.72
Arsenal Tula,Ufa,2,1,2.44,2.88,3.63
Zenit,Krasnodar,1,2,1.87,3.60,4.66
Rubin Kazan,Akhmat Grozny,3,2,2.07,3.07,4.41
SKA Khabarovsk,Amkar,0,2,4.19,3.13,2.12
FK Rostov,CSKA Moscow,1,2,3.48,2.98,2.41
Krasnodar,FK Anzi Makhackala,1,1,1.45,4.54,8.18
Ufa,Zenit,1,2,4.47,3.16,2.03
Ural,Rubin Kazan,1,1,3.30,2.85,2.62
Spartak Moscow,Tosno,2,1,1.34,4.87,11.62
Dynamo Moscow,Arsenal Tula,2,1,2.36,3.06,3.54
Akhmat Grozny,SKA Khabarovsk,0,0,1.25,5.81,15.56
Amkar,Lokomotiv Moscow,2,1,8.45,3.62,1.48
FK Anzi Makhackala,Tosno,2,0,2.31,3.07,3.53
Rubin Kazan,Spartak Moscow,1,2,3.26,3.02,2.46
Krasnodar,Ufa,0,1,1.51,4.05,7.69
Arsenal Tula,FK Rostov,2,2,2.77,2.79,3.04
SKA Khabarovsk,Ural,0,3,3.69,3.00,2.30
Ural,Lokomotiv Moscow,0,2,3.98,2.99,2.17
Spartak Moscow,SKA Khabarovsk,1,0,1.12,9.18,23.20
Akhmat Grozny,CSKA Moscow,0,3,3.95,3.08,2.14
FK Rostov,Zenit,0,0,3.44,2.84,2.47
Tosno,Rubin Kazan,0,1,4.63,2.94,2.04
Dynamo Moscow,Krasnodar,0,0,3.20,3.22,2.35
Ufa,FK Anzi Makhackala,3,2,1.99,3.01,4.68
Amkar,Arsenal Tula,0,2,3.07,2.64,2.89
Arsenal Tula,Akhmat Grozny,1,0,2.51,2.98,3.13
Lokomotiv Moscow,Spartak Moscow,0,0,2.84,3.20,2.69
Ufa,Dynamo Moscow,1,1,2.44,2.83,3.44
SKA Khabarovsk,Tosno,0,1,3.83,3.14,2.10
Krasnodar,FK Rostov,3,1,2.01,3.16,4.27
Zenit,Amkar,0,0,1.31,4.90,12.93
CSKA Moscow,Ural,1,0,1.29,5.09,12.77
FK Anzi Makhackala,Rubin Kazan,1,1,3.59,2.87,2.38
Akhmat Grozny,Zenit,0,0,4.45,3.32,1.92
Tosno,Lokomotiv Moscow,1,3,4.52,3.22,1.95
FK Rostov,Ufa,1,0,2.04,2.92,4.66
Spartak Moscow,CSKA Moscow,3,0,2.67,3.26,2.76
Amkar,Krasnodar,1,3,3.34,2.92,2.45
Rubin Kazan,SKA Khabarovsk,3,1,1.29,5.03,13.25
Dynamo Moscow,FK Anzi Makhackala,2,0,1.84,3.33,4.90
Ural,Arsenal Tula,1,1,2.52,2.90,3.21
FK Anzi Makhackala,SKA Khabarovsk,4,0,1.60,3.73,6.54
Krasnodar,Akhmat Grozny,3,2,1.75,3.49,5.71
Ufa,Amkar,3,0,2.41,2.66,3.86
Lokomotiv Moscow,Rubin Kazan,1,0,2.08,2.92,4.48
Dynamo Moscow,FK Rostov,2,0,3.10,2.74,2.75
Zenit,Ural,2,1,1.24,5.85,13.75
Arsenal Tula,Spartak Moscow,0,1,3.63,3.27,2.21
CSKA Moscow,Tosno,6,0,1.42,4.56,8.92
Spartak Moscow,Zenit,3,1,2.69,3.32,2.72
SKA Khabarovsk,Lokomotiv Moscow,1,2,5.78,3.61,1.68
FK Rostov,FK Anzi Makhackala,2,0,1.66,3.48,6.34
Rubin Kazan,CSKA Moscow,0,1,3.28,2.94,2.46
Ural,Krasnodar,0,1,4.19,3.39,1.95
Akhmat Grozny,Ufa,2,1,2.00,3.15,4.72
Tosno,Arsenal Tula,3,2,2.31,2.96,3.56
Amkar,Dynamo Moscow,2,1,2.38,2.76,3.74
Zenit,Tosno,5,0,1.33,4.96,10.62
FK Rostov,Amkar,0,0,1.79,3.05,6.06
FK Anzi Makhackala,Lokomotiv Moscow,0,1,4.43,3.38,1.90
Ufa,Ural,2,0,2.25,2.92,3.81
Arsenal Tula,Rubin Kazan,0,0,3.12,2.93,2.58
Krasnodar,Spartak Moscow,1,4,2.38,3.44,3.04
Dynamo Moscow,Akhmat Grozny,1,1,2.68,2.97,2.93
SKA Khabarovsk,CSKA Moscow,2,4,7.25,3.79,1.54
Rubin Kazan,Zenit,0,0,3.64,3.04,2.26
Spartak Moscow,Ufa,3,1,1.44,4.43,7.67
Lokomotiv Moscow,CSKA Moscow,2,2,3.36,2.95,2.46
Amkar,FK Anzi Makhackala,1,2,1.84,3.13,5.42
SKA Khabarovsk,Arsenal Tula,1,2,3.08,2.91,2.68
Akhmat Grozny,FK Rostov,1,0,2.45,2.89,3.33
Tosno,Krasnodar,1,3,3.93,3.29,2.03
Ural,Dynamo Moscow,2,2,2.23,3.08,3.62
Akhmat Grozny,FK Anzi Makhackala,1,1,1.61,3.85,6.04
Ufa,Rubin Kazan,2,1,3.59,2.85,2.37
Krasnodar,SKA Khabarovsk,4,1,1.18,7.06,17.00
Zenit,Lokomotiv Moscow,0,3,1.71,3.51,5.84
Dynamo Moscow,Tosno,0,1,2.26,3.08,3.58
Amkar,Ural,1,1,2.26,2.88,3.90
FK Rostov,Spartak Moscow,2,2,2.98,2.98,2.63
Arsenal Tula,CSKA Moscow,1,0,5.16,3.37,1.80
Lokomotiv Moscow,Krasnodar,2,0,2.54,3.11,3.01
FK Anzi Makhackala,Arsenal Tula,3,2,2.57,3.03,3.03
CSKA Moscow,Zenit,0,0,2.89,3.14,2.60
Ural,Akhmat Grozny,2,0,3.05,3.10,2.49
Spartak Moscow,Amkar,0,0,1.42,4.26,8.33
Rubin Kazan,Dynamo Moscow,0,0,1.89,3.19,4.74
Tosno,FK Rostov,1,1,3.21,2.86,2.55
SKA Khabarovsk,Ufa,2,2,3.48,2.72,2.52
Amkar,Tosno,0,0,2.30,2.85,3.81
Zenit,Arsenal Tula,0,1,1.25,5.72,12.65
FK Rostov,Rubin Kazan,0,1,2.43,2.78,3.59
Ufa,Lokomotiv Moscow,1,0,3.75,2.90,2.29
Krasnodar,CSKA Moscow,0,1,2.17,3.30,3.51
Ural,FK Anzi Makhackala,2,1,1.99,3.29,4.16
Dynamo Moscow,SKA Khabarovsk,2,0,1.39,4.42,9.60
Akhmat Grozny,Spartak Moscow,1,2,3.05,3.31,2.39
FK Anzi Makhackala,Zenit,2,2,7.80,4.28,1.43
Lokomotiv Moscow,Dynamo Moscow,3,0,1.78,3.32,5.17
CSKA Moscow,Ufa,0,0,1.31,4.92,11.25
Spartak Moscow,Ural,2,0,1.46,4.45,6.44
Rubin Kazan,Amkar,0,1,1.73,3.22,5.88
Tosno,Akhmat Grozny,1,0,3.01,2.97,2.52
SKA Khabarovsk,FK Rostov,2,1,6.01,3.17,1.73
Arsenal Tula,Krasnodar,1,0,5.01,3.65,1.71
Akhmat Grozny,Rubin Kazan,1,0,2.54,3.04,3.04
Amkar,SKA Khabarovsk,3,0,1.65,3.39,6.93
Krasnodar,Zenit,0,2,2.59,3.19,2.75
FK Rostov,Lokomotiv Moscow,0,1,2.33,2.87,3.65
Ufa,Arsenal Tula,1,0,2.29,2.93,3.68
Ural,Tosno,3,1,2.38,3.10,3.29
Spartak Moscow,FK Anzi Makhackala,2,2,1.30,5.54,10.03
Dynamo Moscow,CSKA Moscow,0,0,5.40,3.53,1.73
Zenit,Ufa,3,0,1.25,5.69,13.74
Lokomotiv Moscow,Amkar,0,1,1.54,3.74,7.93
Rubin Kazan,Ural,0,1,1.61,3.66,6.44
Tosno,Spartak Moscow,2,2,4.48,3.51,1.86
SKA Khabarovsk,Akhmat Grozny,2,2,4.82,3.16,1.91
FK Anzi Makhackala,Krasnodar,1,5,5.04,3.76,1.75
CSKA Moscow,FK Rostov,2,0,1.69,3.56,5.93
Arsenal Tula,Dynamo Moscow,1,0,2.81,2.93,2.83
Ural,SKA Khabarovsk,1,1,1.62,3.62,6.99
Akhmat Grozny,Lokomotiv Moscow,1,1,2.63,3.05,2.96
Ufa,Krasnodar,0,1,3.96,3.20,2.11
Dynamo Moscow,Zenit,0,0,5.40,3.79,1.70
Spartak Moscow,Rubin Kazan,1,0,1.70,3.77,5.14
FK Rostov,Arsenal Tula,2,2,1.51,3.73,8.26
Tosno,FK Anzi Makhackala,2,2,2.00,3.20,4.23
Amkar,CSKA Moscow,0,1,6.12,3.63,1.65
Krasnodar,Dynamo Moscow,2,0,1.73,3.66,5.10
Zenit,FK Rostov,0,0,1.63,3.72,6.12
CSKA Moscow,Akhmat Grozny,0,1,1.40,4.71,8.07
SKA Khabarovsk,Spartak Moscow,0,0,7.41,4.20,1.48
Lokomotiv Moscow,Ural,2,1,1.51,3.99,7.64
Rubin Kazan,Tosno,1,0,1.63,3.65,6.22
Arsenal Tula,Amkar,0,1,2.41,2.84,3.54
FK Anzi Makhackala,Ufa,1,0,2.75,2.88,2.93
Akhmat Grozny,Arsenal Tula,1,2,1.54,3.94,7.02
FK Rostov,Krasnodar,0,0,2.32,3.06,3.45
Dynamo Moscow,Ufa,1,1,1.84,3.30,5.11
Amkar,Zenit,0,1,5.86,3.47,1.71
Rubin Kazan,FK Anzi Makhackala,6,0,1.60,3.64,6.70
Spartak Moscow,Lokomotiv Moscow,3,4,1.82,3.43,4.99
Ural,CSKA Moscow,0,0,5.29,3.60,1.73
Tosno,SKA Khabarovsk,0,0,1.59,3.63,7.20
Arsenal Tula,Ural,2,2,2.41,2.97,3.42
Krasnodar,Amkar,1,1,1.46,4.20,8.52
Zenit,Akhmat Grozny,4,0,1.46,4.32,8.01
Lokomotiv Moscow,Tosno,0,2,1.39,4.53,10.24
SKA Khabarovsk,Rubin Kazan,1,1,4.31,3.19,2.02
FK Anzi Makhackala,Dynamo Moscow,1,3,2.91,2.91,2.77
CSKA Moscow,Spartak Moscow,2,1,2.15,3.56,3.51
Ufa,FK Rostov,1,4,2.95,2.74,2.89
Akhmat Grozny,Krasnodar,2,3,2.69,3.00,2.79
FK Rostov,Dynamo Moscow,1,0,1.99,3.13,4.47
Tosno,CSKA Moscow,1,2,6.81,3.93,1.56
Rubin Kazan,Lokomotiv Moscow,1,1,2.61,2.94,3.10
Spartak Moscow,Arsenal Tula,2,0,1.33,5.31,10.40
Ural,Zenit,1,1,6.87,3.98,1.55
Amkar,Ufa,0,0,2.63,2.77,3.27
SKA Khabarovsk,FK Anzi Makhackala,2,0,2.67,2.83,3.12
Krasnodar,Ural,1,1,1.39,4.44,10.47
Zenit,Spartak Moscow,5,1,2.05,3.54,3.77
CSKA Moscow,Rubin Kazan,1,2,1.53,3.99,7.22
Arsenal Tula,Tosno,1,2,2.23,2.96,3.85
Lokomotiv Moscow,SKA Khabarovsk,1,0,1.27,5.31,15.37
Dynamo Moscow,Amkar,3,0,1.74,3.40,5.69
Ufa,Akhmat Grozny,3,2,3.05,2.73,2.71
FK Anzi Makhackala,FK Rostov,0,1,3.27,2.78,2.61
Spartak Moscow,Krasnodar,2,0,1.72,3.89,5.17
Tosno,Zenit,0,1,17.68,6.50,1.21
Lokomotiv Moscow,FK Anzi Makhackala,1,0,1.56,3.80,7.28
Amkar,FK Rostov,0,1,2.92,2.66,3.05
Akhmat Grozny,Dynamo Moscow,2,0,2.10,3.05,3.88
Rubin Kazan,Arsenal Tula,2,1,1.66,3.52,6.50
CSKA Moscow,SKA Khabarovsk,2,0,1.19,7.14,17.65
Ural,Ufa,1,1,2.60,2.84,3.23
Arsenal Tula,SKA Khabarovsk,1,0,1.75,3.32,5.89
FK Rostov,Akhmat Grozny,0,1,2.41,2.94,3.28
Dynamo Moscow,Ural,0,1,1.56,3.92,6.75
Ufa,Spartak Moscow,0,0,4.57,3.32,1.91
Krasnodar,Tosno,2,0,1.43,4.48,8.64
Zenit,Rubin Kazan,2,1,1.47,4.44,8.21
FK Anzi Makhackala,Amkar,1,0,2.15,3.03,4.05
CSKA Moscow,Lokomotiv Moscow,1,3,1.57,3.95,7.12
Dynamo Moscow,Spartak Moscow,2,2,3.94,3.47,2.00
Lokomotiv Moscow,Arsenal Tula,1,0,1.46,4.15,8.77
Akhmat Grozny,Amkar,1,0,1.85,3.16,4.93
Rubin Kazan,Krasnodar,1,2,2.61,2.89,3.16
SKA Khabarovsk,Zenit,0,2,10.02,4.57,1.39
FK Anzi Makhackala,CSKA Moscow,1,3,8.93,4.06,1.46
Tosno,Ufa,0,1,2.45,2.87,3.43
Ural,FK Rostov,1,1,2.88,2.91,2.80
Arsenal Tula,Yenisey,1,0,1.58,3.91,6.34
Orenburg,SKA Khabarovsk,0,1 pen.,1.48,3.86,8.89
Yenisey,Arsenal Tula,2,1,2.56,3.01,3.09
SKA Khabarovsk,Orenburg,0,0,3.93,3.04,2.18
Amkar,Rubin Kazan,1,2,2.55,3.05,2.98
Arsenal Tula,Spartak Moscow,3,0,3.00,3.65,2.26
CSKA Moscow,FK Anzi Makhackala,4,0,1.25,6.06,13.57
FK Krylya Sovetov Samara,Akhmat Grozny,1,3,1.70,3.87,4.90
Lokomotiv Moscow,Zenit,0,2,4.90,3.78,1.72
Orenburg,FK Rostov,2,0,3.62,2.88,2.37
Tomsk,Krasnodar,1,5,22.32,8.55,1.14
Ufa,Ural,1,0,2.80,2.90,2.82
FK Anzi Makhackala,FK Rostov,1,2,3.76,3.16,2.15
Arsenal Tula,Amkar,0,0,1.51,4.04,7.31
Rubin Kazan,CSKA Moscow,0,2,8.74,4.38,1.42
Spartak Moscow,Akhmat Grozny,3,0,1.89,3.60,4.14
Zenit,Krasnodar,1,0,1.62,4.02,5.56
Orenburg,Ufa,1,1,1.57,3.69,7.28
Ural,Lokomotiv Moscow,1,2,2.91,3.19,2.53
Tomsk,FK Krylya Sovetov Samara,0,2,8.69,4.81,1.38
FK Rostov,Rubin Kazan,4,2,1.57,3.67,7.20
Ufa,FK Anzi Makhackala,2,1,2.80,2.91,2.88
Tomsk,Akhmat Grozny,1,2,8.68,4.74,1.39
Lokomotiv Moscow,Orenburg,4,0,2.18,3.12,3.73
FK Krylya Sovetov Samara,Zenit,1,3,5.01,3.70,1.74
Amkar,Spartak Moscow,0,1,3.25,3.06,2.44
Ural,Krasnodar,1,1,3.94,3.24,2.05
CSKA Moscow,Arsenal Tula,3,0,1.25,6.15,13.09
FK Anzi Makhackala,Lokomotiv Moscow,0,0,2.60,3.02,3.03
Ural,FK Krylya Sovetov Samara,1,3,2.61,2.92,3.11
Zenit,Akhmat Grozny,0,1,1.40,4.66,8.82
Rubin Kazan,Ufa,2,1,2.07,2.99,4.40
Orenburg,Krasnodar,1,0,3.62,3.10,2.23
Spartak Moscow,Tomsk,1,0,1.04,18.32,46.77
Arsenal Tula,FK Rostov,1,0,4.55,3.09,2.00
Amkar,CSKA Moscow,0,2,6.12,3.50,1.67
Krasnodar,FK Anzi Makhackala,0,0,1.43,4.57,8.34
FK Krylya Sovetov Samara,Orenburg,1,1,2.48,2.92,3.33
Tomsk,Zenit,0,2,23.85,10.00,1.11
FK Rostov,Amkar,1,0,1.55,3.64,8.07
CSKA Moscow,Spartak Moscow,1,2,2.10,3.47,3.74
Ufa,Arsenal Tula,1,0,2.31,2.90,3.74
Akhmat Grozny,Ural,5,2,1.36,4.66,10.48
Lokomotiv Moscow,Rubin Kazan,0,1,2.00,3.17,4.30
FK Anzi Makhackala,Tomsk,3,3,1.18,7.55,16.32
Amkar,Krasnodar,0,2,3.94,3.06,2.16
Arsenal Tula,FK Krylya Sovetov Samara,2,0,2.45,2.98,3.33
CSKA Moscow,Lokomotiv Moscow,4,0,1.85,3.37,5.14
Rubin Kazan,Akhmat Grozny,0,1,2.10,3.10,4.05
Orenburg,Zenit,0,1,6.24,3.73,1.63
FK Rostov,Ufa,1,0,1.53,3.63,8.89
Spartak Moscow,Ural,1,0,1.25,6.12,13.71
Krasnodar,Arsenal Tula,2,0,1.36,4.80,10.31
FK Krylya Sovetov Samara,Rubin Kazan,0,0,2.73,3.07,2.79
Tomsk,Orenburg,1,2,7.78,3.98,1.49
Akhmat Grozny,FK Anzi Makhackala,0,1,2.12,3.04,4.04
FK Rostov,Spartak Moscow,3,0,2.76,2.99,2.84
Lokomotiv Moscow,Amkar,3,3,1.38,4.44,10.49
Zenit,Ural,2,0,1.27,6.01,12.73
Ufa,CSKA Moscow,0,2,5.88,3.39,1.73
Spartak Moscow,Zenit,2,1,2.40,3.46,3.07
Arsenal Tula,Lokomotiv Moscow,0,3,4.29,3.04,2.11
Ural,Tomsk,1,0,1.20,6.31,17.02
Orenburg,Akhmat Grozny,2,1,2.67,2.87,3.26
Rubin Kazan,Krasnodar,0,1,3.16,3.19,2.47
FK Anzi Makhackala,FK Krylya Sovetov Samara,1,3,2.19,3.12,3.95
CSKA Moscow,FK Rostov,0,0,1.97,3.18,4.81
Amkar,Ufa,1,1,2.10,2.93,4.69
Ural,Orenburg,2,0,2.48,2.90,3.56
Tomsk,Rubin Kazan,2,2,10.77,4.89,1.36
Lokomotiv Moscow,FK Rostov,0,0,2.30,3.02,3.85
Krasnodar,CSKA Moscow,1,1,2.32,3.16,3.60
Ufa,Spartak Moscow,1,3,5.22,3.47,1.82
Zenit,FK Anzi Makhackala,1,1,1.18,8.29,19.10
Akhmat Grozny,Arsenal Tula,3,1,1.99,3.24,4.69
FK Krylya Sovetov Samara,Amkar,2,2,2.60,2.90,3.38
FK Rostov,Krasnodar,0,0,2.49,3.02,3.43
Spartak Moscow,Orenburg,3,2,1.39,4.79,10.49
CSKA Moscow,FK Krylya Sovetov Samara,2,1,1.37,4.81,11.45
Rubin Kazan,Zenit,0,2,4.61,3.45,1.93
Amkar,Akhmat Grozny,1,1,2.62,2.82,3.49
Arsenal Tula,Tomsk,3,0,1.27,5.85,13.95
Ufa,Lokomotiv Moscow,0,1,3.63,2.93,2.44
FK Anzi Makhackala,Ural,2,3,2.17,3.00,4.31
Zenit,Arsenal Tula,2,0,1.24,6.47,15.28
Akhmat Grozny,CSKA Moscow,0,1,3.41,3.02,2.48
Krasnodar,Ufa,0,0,1.68,3.65,6.36
FK Krylya Sovetov Samara,FK Rostov,0,0,3.23,2.95,2.64
Lokomotiv Moscow,Spartak Moscow,1,1,2.76,3.17,2.77
Ural,Rubin Kazan,1,0,3.33,2.97,2.55
Tomsk,Amkar,1,0,15.41,6.99,1.23
FK Anzi Makhackala,Orenburg,1,0,2.70,2.87,3.33
Lokomotiv Moscow,Krasnodar,1,2,2.08,3.20,4.28
FK Rostov,Akhmat Grozny,0,0,2.48,2.94,3.42
Spartak Moscow,FK Anzi Makhackala,1,0,1.37,5.03,10.62
Amkar,Zenit,1,0,4.96,3.29,1.93
Rubin Kazan,Orenburg,0,0,2.00,3.14,4.80
CSKA Moscow,Tomsk,4,0,1.01,32.57,80.94
Ufa,FK Krylya Sovetov Samara,1,0,2.28,3.07,3.86
Arsenal Tula,Ural,2,0,2.39,3.02,3.63
FK Anzi Makhackala,Rubin Kazan,0,1,3.63,3.21,2.31
Akhmat Grozny,Ufa,0,1,1.88,3.27,5.30
Krasnodar,Spartak Moscow,2,2,2.37,3.41,3.20
FK Krylya Sovetov Samara,Lokomotiv Moscow,0,3,4.33,3.17,2.08
Ural,Amkar,1,0,2.73,2.89,3.17
CSKA Moscow,Zenit,0,0,2.87,3.22,2.72
Orenburg,Arsenal Tula,3,0,2.14,3.01,4.37
Tomsk,FK Rostov,0,6,28.56,9.38,1.14
Arsenal Tula,FK Anzi Makhackala,1,0,2.85,2.94,3.00
Spartak Moscow,Rubin Kazan,2,1,1.66,3.78,6.40
Krasnodar,FK Krylya Sovetov Samara,1,1,1.61,3.97,6.57
Amkar,Orenburg,3,0,2.06,2.96,4.99
Ufa,Tomsk,1,0,1.61,3.56,8.10
Lokomotiv Moscow,Akhmat Grozny,2,0,2.12,3.08,4.33
FK Rostov,Zenit,0,0,3.33,3.23,2.41
CSKA Moscow,Ural,4,0,1.52,4.21,8.01
FK Anzi Makhackala,Amkar,3,1,2.80,2.83,3.21
Tomsk,Lokomotiv Moscow,1,6,11.29,4.84,1.34
Akhmat Grozny,Krasnodar,2,1,3.51,3.03,2.45
FK Krylya Sovetov Samara,Spartak Moscow,4,0,4.54,3.25,1.96
CSKA Moscow,Orenburg,2,0,1.62,3.67,7.46
Zenit,Ufa,2,0,1.34,4.91,12.08
Rubin Kazan,Arsenal Tula,1,0,1.57,3.92,7.36
Ural,FK Rostov,1,0,1.75,3.61,5.87
Krasnodar,Zenit,2,1,3.10,3.30,2.48
FK Rostov,FK Anzi Makhackala,2,0,1.82,3.40,5.61
FK Krylya Sovetov Samara,Tomsk,3,0,1.74,3.47,6.16
Akhmat Grozny,Spartak Moscow,0,1,3.14,3.19,2.54
Lokomotiv Moscow,Ural,1,1,1.54,3.93,8.23
CSKA Moscow,Rubin Kazan,0,0,1.74,3.58,5.93
Amkar,Arsenal Tula,1,0,1.79,3.26,6.24
Ufa,Orenburg,1,0,2.48,2.83,3.72
Akhmat Grozny,Tomsk,0,0,1.35,4.86,12.13
Zenit,FK Krylya Sovetov Samara,3,1,1.32,5.83,10.65
Spartak Moscow,Amkar,1,0,1.57,3.93,7.50
Krasnodar,Ural,3,0,1.44,4.60,8.94
FK Anzi Makhackala,Ufa,0,1,2.15,3.08,4.20
Orenburg,Lokomotiv Moscow,1,1,3.46,2.89,2.57
Rubin Kazan,FK Rostov,0,0,2.21,3.13,3.94
Arsenal Tula,CSKA Moscow,0,1,6.27,3.59,1.70
Krasnodar,Orenburg,3,3,1.58,3.87,7.48
CSKA Moscow,Amkar,2,2,1.66,3.56,6.92
Akhmat Grozny,Zenit,2,1,5.16,3.72,1.79
FK Rostov,Arsenal Tula,4,1,1.65,3.63,7.05
Lokomotiv Moscow,FK Anzi Makhackala,4,0,1.68,3.59,6.56
FK Krylya Sovetov Samara,Ural,2,2,2.35,2.97,3.79
Ufa,Rubin Kazan,2,3,3.22,2.88,2.73
Tomsk,Spartak Moscow,0,1,5.29,3.60,1.79
Rubin Kazan,Lokomotiv Moscow,2,0,2.75,3.01,3.03
Orenburg,FK Krylya Sovetov Samara,1,0,2.43,2.90,3.69
FK Anzi Makhackala,Krasnodar,0,0,3.43,3.21,2.34
Zenit,Tomsk,1,0,1.19,7.82,17.50
Arsenal Tula,Ufa,0,2,2.70,2.83,3.30
Ural,Akhmat Grozny,1,4,3.66,3.00,2.21
Spartak Moscow,CSKA Moscow,3,1,2.33,3.25,3.45
Amkar,FK Rostov,1,0,2.24,2.94,4.16
Zenit,Orenburg,1,0,1.22,6.29,14.50
Krasnodar,Amkar,1,0,1.73,3.56,5.87
Lokomotiv Moscow,CSKA Moscow,1,0,3.00,3.02,2.74
Akhmat Grozny,Rubin Kazan,3,1,2.74,2.96,3.08
Ural,Spartak Moscow,0,1,4.41,3.28,2.02
Ufa,FK Rostov,0,0,3.00,2.85,2.91
Tomsk,FK Anzi Makhackala,0,3,2.50,3.04,3.33
FK Krylya Sovetov Samara,Arsenal Tula,1,1,2.09,3.09,4.36
FK Anzi Makhackala,Akhmat Grozny,0,0,3.02,2.95,2.80
Arsenal Tula,Krasnodar,0,0,4.70,3.48,1.90
Orenburg,Tomsk,3,1,2.23,2.98,4.09
Ural,Zenit,0,2,7.84,4.67,1.46
Spartak Moscow,FK Rostov,1,0,1.91,3.62,4.42
Rubin Kazan,FK Krylya Sovetov Samara,3,0,1.72,3.58,6.01
Amkar,Lokomotiv Moscow,0,0,3.24,2.82,2.74
CSKA Moscow,Ufa,1,0,1.52,4.13,6.92
FK Rostov,CSKA Moscow,2,0,3.24,3.00,2.56
Krasnodar,Rubin Kazan,1,0,1.91,3.59,4.41
Zenit,Spartak Moscow,4,2,1.69,4.17,5.08
Ufa,Amkar,1,1,3.02,2.79,2.95
Akhmat Grozny,Orenburg,2,1,1.94,3.08,5.36
Lokomotiv Moscow,Arsenal Tula,1,1,1.47,4.24,9.40
FK Krylya Sovetov Samara,FK Anzi Makhackala,2,1,2.28,3.18,3.78
Tomsk,Ural,1,1,2.43,2.94,3.86
Rubin Kazan,Tomsk,2,1,1.64,3.76,7.10
