Date,Season,Time,TeamHome,ResultTeamHome,ResultTeamAway,TeamAway,ManagerHome,ManagerAway,FormationHome,FormationAway,RatingTeamHome,RatingTeamAway,Stadium,Weather,Referee,StartTeamHome,RatingStartTeamHome,SubstitutionHome,RatingSubstitutionHome,StartTeamAway,RatingStartTeamAway,SubstitutionAway,RatingSubstitutionAway,TotalShotsHome,TotalShotsAway,PossessionHome,PossessionAway,PassAccuracyHome,PassAccuracyAway,DribblesHome,DribblesAway,AerialsWonHome,AerialsWonAway,TacklesHome,TacklesAway,CornersHome,CornersAway,DispossessedHome,DispossessedAway,GoalsHome,GoalsAway,AssistsHome,AssistsAway,YellowCardHome,YellowCardAway,RedCardHome,RedCardAway
03-Jun-20,2019/2020,19:00,Portimonense,1,0,Gil Vicente,Paulo Sérgio,Vítor Manuel Oliveira,4-3-3,4-3-3,6.91,6.41,Estádio Municipal de Portimão,,Hugo Miguel,"Shuichi Gonda, Emmanuel Hackman, Lucas Possignolo, Willyan, Henrique, Dener, Lucas Fernandes, Júnior Tavares, Aylton Boa Morte, Jackson Martínez, Bruno Tabata, Denis","6.9, 7.9, 6.9, 8.5, 7.1, 7.1, 7.1, 6.5, 6.5, 6.7, 7.1, 5.9","Rômulo, Ricardo Vaz Tê, Jadson, Fernando Medeiros, Marlos Moreno, Koki Anzai, Ricardo Ferreira","6.0, 6.3, 6.0, -1, -1, -1, -1","Alex Pinto, Ygor Nogueira, Rúben Fernandes, Henrique Gomes, William Soares, Bozhidar Kraev, Claude Goncalves, Yves Baraye, Sandro Lima, Rubén Ribeiro","7.2, 6.5, 6.4, 6.9, 6.9, 6.4, 5.9, 6.8, 5.9, 6.6","Samuel Lino, Vitor Carvalho, Hugo Vieira, João Afonso, Edwin Banguera, Arthur Henrique, Bruno Diniz","6.2, 6.2, 6.0, -1, -1, -1, -1",6,6,51.8,48.2,79,76,8,5,27,17,7,14,5,5,9,4,Lucas Fernandes,,Henrique,,0,2,0,0
03-Jun-20,2019/2020,21:15,Famalicao,2,1,Porto,João Pedro Sousa,Sérgio Conceição,4-2-3-1,4-4-2,6.65,6.40,Estádio Municipal 22 de Junho,,Nuno Almeida,"Rafael Defendi, Ivo Pinto, Nehuén Pérez, Roderick Miranda, Álex Centelles, Pote, Uros Racic, Diogo Gonçalves, Fábio Martins, Ruben Lameiras, Toni Martínez, Agustín Marchesín","7.5, 7.0, 6.3, 6.1, 6.8, 7.3, 7.3, 6.3, 6.9, 6.3, 6.9, 4.8","Guga, Patrick Willian, Walterson, Lawrence Ofori, Riccieli, Anderson Silva, Gabriel Souza","6.2, 6.2, 6.1, -1, -1, -1, -1","Corona, Chancel Mbemba, Pepe, Wilson Manafá, Otávio, Danilo Pereira, Sérgio Oliveira, Luis Díaz, Tiquinho Soares, Moussa Marega","7.5, 6.3, 5.9, 6.6, 6.3, 6.7, 8.3, 6.3, 6.3, 6.2","Zé Luís, Vincent Aboubakar, Mateus Uribe, Diogo Costa, Diogo Leite, Vitor Ferreira, Fabio Vieira","6.2, 6.0, -1, -1, -1, -1, -1",7,16,38.4,61.6,75,85,7,10,16,14,11,6,1,7,3,7,"Fábio Martins, Pote",Corona,Uros Racic,Sérgio Oliveira,4,1,0,0
04-Jun-20,2019/2020,18:00,Maritimo,1,1,Vitoria de Setubal,José Manuel Gomes,Julio Velázquez,4-2-3-1,4-1-4-1,6.59,6.66,Estádio dos Barreiros,,Manuel Oliveira,"Charles, Bebeto, René, Zainadine Júnior, Rúben Ferreira, Diego Moreno, Franck-Yves Bambock, Jorge Correa, Rodrigo Pinho, Bruno Xadas, Daizen Maeda, Georgi Makaridze","6.1, 6.8, 6.7, 6.9, 6.2, 6.5, 7.2, 8.1, 6.5, 6.9, 6.4, 7.0","Erivaldo, Nanu, Joel, Getterson, Amir Abedzadeh, Fabio China, Dejan Kerkez","5.8, 5.9, 6.3, -1, -1, -1, -1","Silvio, Jubal, Pirri, André Sousa, Leandrinho, Zequinha, Eber Bessa, Carlinhos, Mirko Antonucci, Hélder Guedes","6.7, 6.4, 7.1, 6.5, 6.9, 6.0, 6.7, 6.7, 5.8, 7.5","Hildeberto, Leandro Vilela, Brian Mansilla, Lucas Paes, Nuno Valente, Artur Jorge, Tòfol Montiel","7.5, 6.3, 6.2, -1, -1, -1, -1",20,12,52.7,47.3,83,84,8,11,7,13,18,8,10,1,5,12,Jorge Correa,Hélder Guedes,Franck-Yves Bambock,Hildeberto,3,1,0,0
04-Jun-20,2019/2020,19:15,Benfica,0,0,Tondela,Bruno Lage,Natxo González,4-2-3-1,4-4-2,7.01,6.76,Estádio da Luz,,Manuel Mota,"Odisseas Vlachodimos, André Almeida, Jardel, Rúben Dias, Alejandro Grimaldo, Gabriel Pires, Julian Weigl, Pizzi, Adel Taarabt, Rafa, Carlos Vinicius, Cláudio Ramos","6.4, 6.9, 7.8, 8.0, 7.4, 7.4, 7.0, 7.3, 6.9, 7.0, 6.7, 7.6","Jota, Haris Seferovic, Dyego Sousa, Franco Cervi, Mile Svilar, Tomas Tavares, Ferro","6.1, 6.0, 7.3, -1, -1, -1, -1","Marko Petkovic, Philipe Sampaio, Yohan Tavares, Filipe Ferreira, Jhon Murillo, João Pedro, Pepelu, Ricardo Valente, Rúben Fonseca, Richard Rodrigues","7.8, 6.8, 7.1, 6.8, 6.3, 7.3, 7.2, 6.3, 5.8, 6.9","Pité, António Xavier, Jonathan Toro, Jaquité, Ricardo Alves, Babacar Niasse, Tiago Almeida","6.4, 6.1, 6.3, -1, -1, -1, -1",26,4,64.9,35.1,86,74,11,9,25,10,23,16,14,0,10,13,,,,,1,0,0,0
04-Jun-20,2019/2020,21:15,Vitoria de Guimaraes,2,2,Sporting,Ivo Vieira,Emanuel Ferro,4-2-3-1,3-4-3,6.32,6.88,Estádio D. Afonso Henriques,,Carlos Xistra,"Douglas, Víctor García, Frederico Venâncio, Valerii Bondarenko, Florent Hanin, Joseph Amoah, Pepe, Marcus Edwards, João Teixeira, Davidson, Léo Bonatini, Luís Maximiano","4.5, 6.5, 6.4, 6.3, 6.4, 5.9, 6.7, 7.9, 7.0, 6.1, 6.4, 5.6","Bruno Duarte, Easah Suliman, Lucas Evangelista, Denis Poha, Ola John, Rochinha, Miguel Silva","6.2, 6.0, 6.5, -1, -1, -1, -1","Jeremy Mathieu, Sebastián Coates, Eduardo Quaresma, Rafael Camacho, Marcos Acuña, Rodrigo Battaglia, Matheus, Jovane Cabral, Andraz Sporar, Luciano Vietto","6.7, 7.2, 7.5, 7.3, 6.4, 6.7, 6.4, 8.2, 8.6, 6.7","Gonzalo Plata, Idrissa Doumbia, Renan Ribeiro, Mattheus, Cristian Borja, Luís Neto, Pedro Mendes","6.2, 5.9, -1, -1, -1, -1, -1",13,17,41.7,58.3,77,86,11,15,10,21,14,18,7,3,8,8,"João Teixeira, Marcus Edwards","Andraz Sporar, Andraz Sporar",Joseph Amoah,Jovane Cabral,4,2,1,0
05-Jun-20,2019/2020,19:00,Santa Clara,3,2,Braga,João Henriques,Micael Sequeira,4-2-3-1,3-4-3,6.65,6.31,Cidade do Futebol,,Artur Manuel Soares Dias,"Marco, Pierre Sagna, Fábio Cardoso, João Afonso, Mamadu Cande, Anderson Carvalho, Chico Ramos, Carlos Junior, Lincoln, Zaidu Sanusi, Thiago Santana, Matheus","6.1, 6.2, 6.8, 6.2, 6.0, 6.3, 6.2, 7.0, 8.4, 6.9, 8.3, 6.4","Diogo Salomão, Rashid, Crysan, César Martins, André Ferreira, Costinha, Zé Manuel","6.0, 6.4, 6.3, -1, -1, -1, -1","Raúl Silva, Bruno Viana, David Carmo, Ricardo Esgaio, Nuno Sequeira, Fransergio, João Palhinha, Trincão, Paulinho, Ricardo Horta","4.6, 5.7, 6.3, 6.6, 7.1, 6.7, 6.5, 7.5, 6.5, 6.3","Wenderson Galeno, Rui Fonte, Wilson Eduardo, Rolando, Eduardo, André Horta, João Novais","6.4, 5.9, 5.9, -1, -1, -1, -1",15,11,43.8,56.2,75,79,3,8,21,15,10,11,2,4,6,3,"Thiago Santana, Thiago Santana, Carlos Junior","Fransergio, Trincão","Zaidu Sanusi, Lincoln",Nuno Sequeira,5,2,0,1
05-Jun-20,2019/2020,21:15,Aves,0,2,Belenenses SAD,Nuno Manta,Armando Teixeira,4-2-3-1,3-4-3,6.28,7.09,Estádio do Clube Desportivo das Aves,,João Pinheiro,"Fábio, Mato Milos, Jonathan Buatu, Oumar Diakhité, Ricardo Mangas, Estrela, Afonso Figueiredo, Kevin Yamga, Rubén Oliveira, Pedro Delgado, Mehrdad Mohammadi, Kouakou Koffi","5.5, 6.0, 7.2, 7.2, 7.0, 5.9, 5.8, 6.2, 6.4, 5.9, 5.9, 7.0","Zidane Banjaqui, Marius Mouandilmadji, Jose Varela, Jaílson, Falcão, Aaron Tshibola, Aflalo","6.4, 6.4, 6.3, -1, -1, -1, -1","Nuno Coelho, Gonçalo Silva, Thibang Phete, Tiago Esgaio, Nilton, André Santos, Show, Marco Matias, Mateo Cassierra, Silvestre Varela","6.7, 7.4, 8.0, 7.1, 8.4, 7.1, 6.7, 6.5, 7.3, 8.8","Edi Semedo, Licá, Dieguinho, Chahreddine Boukholda, Rúben Lima, André Moreira, Danny Henriques","6.0, 6.2, 6.2, -1, -1, -1, -1",10,11,48.6,51.4,74,76,6,16,28,15,16,18,5,4,9,11,,"Fábio, Silvestre Varela",,André Santos,5,2,0,0
06-Jun-20,2019/2020,21:15,Boavista,0,1,Moreirense,Daniel Ramos,Ricardo Soares,3-4-2-1,4-1-4-1,6.41,7.08,Estádio do Bessa XXI,,Vitor Ferreira,"Helton Leite, Fabiano, Neris, Ricardo Costa, Carraça, Heriberto Tavares, Yaw Ackah, Paulinho, Gustavo Sauer, Bueno, Cassiano, Mateus Pasinato","6.2, 5.3, 6.5, 6.1, 7.0, 6.8, 6.2, 7.3, 7.0, 6.8, 6.4, 9.2","Fernando Cardozo, Yusupha Om Njie, Marlon, Mateus, Bracali, Gustavo Dulanto, Idris","6.2, 5.9, 6.0, -1, -1, -1, -1","João Aurélio, Iago Santos, Lazar Rosic, Anthony D'Alberto, Fábio Pacheco, Bilel Aouacheria, Alex Soares, Filipe Soares, Gabrielzinho, Fábio Abreu","7.7, 7.7, 6.8, 7.1, 7.2, 6.5, 6.6, 8.3, 6.3, 7.3","Pedro Nuno, Sori Mané, Rafik Halliche, Nenê, Pedro Trigueira, Luther Singh, Nuno Santos","5.9, 5.5, -1, -1, -1, -1, -1",26,5,57.6,42.4,83,77,12,11,10,20,14,22,7,2,14,11,,Filipe Soares,,,4,6,1,0
07-Jun-20,2019/2020,21:00,Rio Ave,2,3,Pacos de Ferreira,Carlos Carvalhal,Pedro Miguel Marques da Costa,4-4-2,4-3-3,6.55,6.72,Estádio do Rio Ave,,Tiago Martins,"Pawel Kieszek, Diogo Figueiras, Aderllan Santos, Nélson Monte, Matheus Reis, Diego Lopes, Al Musrati, Tarantini, Nuno Santos, Lucas Piazon, Mehdi Taremi, Ricardo Ribeiro","5.5, 6.3, 6.4, 6.4, 5.0, 7.5, 6.6, 7.2, 7.3, 6.1, 6.8, 6.6","Bruno Moreira, Carlos Mané, Gelson Dala, Paulo Vítor, Messias, Filipe Augusto, Junio","6.1, 7.2, 7.5, -1, -1, -1, -1","Jorge Silva, Marcelo, Marco Baixinho, Bruno Teles, Luiz Carlos, Pedrinho, Stephen Eustáquio, João Amaral, Douglas Tanque, Hélder Ferreira","6.2, 7.7, 6.9, 5.5, 6.4, 6.5, 6.1, 7.6, 7.5, 6.5","Vasco Rocha, Bruno dos Santos, Denilson, Marco Sousa, Maracás, Mohamed Diaby, Uilton","6.3, 8.2, 6.2, -1, -1, -1, -1",23,9,73.2,26.8,86,61,17,4,23,24,12,13,8,7,6,8,"Diego Lopes, Gelson Dala","João Amaral, Douglas Tanque, Bruno dos Santos",,"Marcelo, Hélder Ferreira",4,5,1,1
09-Jun-20,2019/2020,21:00,Gil Vicente,1,3,Famalicao,Vítor Manuel Oliveira,João Pedro Sousa,4-3-3,4-2-3-1,6.24,6.71,Estádio Cidade de Barcelos,,Hélder Malheiro,"Denis, Alex Pinto, Edwin Banguera, Rúben Fernandes, Henrique Gomes, William Soares, João Afonso, Bozhidar Kraev, Lourency, Sandro Lima, Arthur Henrique, Vaná Alves","5.8, 6.6, 5.6, 6.3, 7.1, 6.3, 6.0, 6.0, 6.2, 5.9, 6.5, 6.8","Vitor Carvalho, Samuel Lino, Zakaria Naidji, Yves Baraye, Hugo Vieira, Ygor Nogueira, Ahmed Isaiah, Bruno Diniz","6.2, 6.5, 5.8, 6.0, 7.0, -1, -1, -1","Ivo Pinto, Roderick Miranda, Riccieli, Patrick Willian, Pote, Uros Racic, Diogo Gonçalves, Fábio Martins, Ruben Lameiras, Toni Martínez","6.3, 6.5, 6.3, 7.1, 6.4, 6.9, 8.1, 7.1, 6.6, 7.4","Guga, Racine Coly, Walterson, Lawrence Ofori, Ruben Del Campo, Ibrahim Cisse, Gabriel Souza, João Neto, Anderson Silva","6.2, 6.0, 6.2, -1, -1, -1, -1, -1, -1",6,7,56.6,43.4,82,71,5,4,11,10,17,16,4,3,13,9,Hugo Vieira,"Fábio Martins, Diogo Gonçalves, Edwin Banguera",Henrique Gomes,Toni Martínez,2,3,0,0
10-Jun-20,2019/2020,17:00,Vitoria de Setubal,2,2,Santa Clara,Julio Velázquez,João Henriques,4-1-4-1,4-2-3-1,6.30,6.54,Estádio do Bonfim,,Claudio Pereira,"Georgi Makaridze, José Semedo, Jubal, Artur Jorge, Silvio, Carlinhos, Hildeberto, Leandro Vilela, Nuno Valente, Brian Mansilla, Hélder Guedes, Marco","6.0, 6.2, 6.4, 6.6, 6.5, 6.1, 6.8, 6.3, 6.4, 5.7, 6.4, 5.1","Tòfol Montiel, Zequinha, Mirko Antonucci, Eber Bessa, Leandrinho, Lucas Paes, Mano, André Sousa, Pirri","6.0, 5.8, 6.7, 6.7, -1, -1, -1, -1, -1","Pierre Sagna, César Martins, João Afonso, Mamadu Cande, Anderson Carvalho, Rashid, Carlos Junior, Lincoln, Zaidu Sanusi, Thiago Santana","6.6, 6.5, 6.7, 6.9, 6.3, 7.3, 7.6, 6.8, 6.5, 6.8","Nené, Rafael Ramos, Diogo Salomão, Zé Manuel, Crysan, João Lucas, André Ferreira, Costinha, Chico Ramos","6.0, 6.4, 6.0, 6.1, 6.9, -1, -1, -1, -1",6,8,54.6,45.4,74,69,3,8,17,18,12,23,4,3,17,11,"Hildeberto, Mirko Antonucci","Thiago Santana, Crysan","Artur Jorge, Eber Bessa",,6,1,0,0
10-Jun-20,2019/2020,19:15,Portimonense,2,2,Benfica,Paulo Sérgio,Bruno Lage,4-2-3-1,4-4-2,6.65,6.60,Estádio Municipal de Portimão,,Carlos Xistra,"Shuichi Gonda, Emmanuel Hackman, Lucas Possignolo, Willyan, Henrique, Dener, Pedro Sá, Bruno Tabata, Lucas Fernandes, Júnior Tavares, Ricardo Vaz Tê, Odisseas Vlachodimos","6.4, 6.3, 6.5, 7.2, 5.8, 7.9, 6.1, 8.2, 6.1, 7.8, 6.2, 6.1","Beto, Rômulo, Fali Candé, Aylton Boa Morte, Jadson, Samuel, Marlos Moreno, Bruno Costa, Rodrigo Freitas","6.1, 6.0, 7.1, 6.5, 6.3, -1, -1, -1, -1","André Almeida, Jardel, Rúben Dias, Alejandro Grimaldo, Pizzi, Julian Weigl, Adel Taarabt, Franco Cervi, Rafa, Carlos Vinicius","7.2, 6.5, 6.9, 6.7, 7.9, 7.1, 6.5, 6.2, 7.2, 6.1","Ferro, Haris Seferovic, Nuno Tavares, Gabriel Pires, Dyego Sousa, Mile Svilar, Chiquinho, Florentino Luís, Jota","6.9, 6.0, 6.1, 6.2, 6.1, -1, -1, -1, -1",10,11,52.6,47.4,81,79,12,6,14,19,15,19,5,3,16,12,"Dener, Júnior Tavares","Pizzi, André Almeida","Bruno Tabata, Emmanuel Hackman","Rafa, Pizzi",5,3,0,0
10-Jun-20,2019/2020,21:30,Porto,1,0,Maritimo,Sérgio Conceição,José Manuel Gomes,4-4-2,5-3-2,6.83,6.39,Estádio do Dragão,,Tiago Martins,"Agustín Marchesín, Wilson Manafá, Chancel Mbemba, Pepe, Alex Telles, Corona, Danilo Pereira, Sérgio Oliveira, Luis Díaz, Zé Luís, Moussa Marega, Charles","6.9, 7.2, 6.9, 7.2, 6.2, 7.9, 7.0, 7.6, 7.2, 7.1, 6.5, 7.5","Fabio Vieira, Diogo Leite, Mateus Uribe, Tiquinho Soares, Vincent Aboubakar, Diogo Costa, Fabio Silva, Vitor Ferreira, João Mário","6.6, 6.0, 6.0, 6.2, -1, -1, -1, -1, -1","Bebeto, René, Zainadine Júnior, Dejan Kerkez, Rúben Ferreira, Diego Moreno, Franck-Yves Bambock, Nanu, Joel, Daizen Maeda","7.2, 6.7, 6.5, 6.2, 6.0, 6.1, 6.1, 7.0, 6.4, 5.8","Milson, Bruno Xadas, Edgar Costa, Josip Vukovic, Getterson, Amir Abedzadeh, Fabio China, Pedro Pelágio, Kibe","6.0, 6.4, 6.2, 6.2, 6.1, -1, -1, -1, -1",15,10,59.9,40.1,86,79,10,5,22,15,12,16,8,1,6,10,Corona,,,,4,3,1,0
01-Mar-20,2019/2020,15:00,Aves,1,3,Pacos de Ferreira,Nuno Manta,Pedro Miguel Marques da Costa,4-3-3,4-2-3-1,6.26,6.88,Estádio do Clube Desportivo das Aves,,João Pinheiro,"Quentin Beunardeau, Jaílson, Jonathan Buatu, Oumar Diakhité, Ricardo Mangas, Estrela, Rubén Oliveira, Zidane Banjaqui, Kevin Yamga, Welinton Júnior, Rúben Macedo, Ricardo Ribeiro","5.6, 6.4, 6.4, 6.6, 6.2, 6.7, 6.6, 6.0, 6.2, 7.0, 6.4, 5.7","Marius Mouandilmadji, Aaron Tshibola, Pedro Delgado, Fábio, Luiz Fernando, Falcão, Reko","5.9, 6.0, 5.6, -1, -1, -1, -1","Jorge Silva, Marcelo, Maracás, Oleg Reabciuk, Luiz Carlos, Mohamed Diaby, Adriano Castanheira, Pedrinho, Hélder Ferreira, Douglas Tanque","6.3, 6.7, 7.2, 7.1, 6.7, 8.3, 7.3, 8.3, 7.7, 6.8","Uilton, Murilo, João Amaral, Bruno Teles, Marco Baixinho, Vasco Rocha, Simao Bertelli","6.3, 6.0, 6.1, -1, -1, -1, -1",9,10,63,37,75,60,10,5,16,24,12,25,7,7,16,9,Welinton Júnior,"Pedrinho, Hélder Ferreira, Adriano Castanheira",,Mohamed Diaby,2,1,0,0
01-Mar-20,2019/2020,17:30,Maritimo,1,2,Braga,José Manuel Gomes,Micael Sequeira,4-3-3,3-4-3,6.45,6.86,Estádio dos Barreiros,,Tiago Martins,"Amir Abedzadeh, Bebeto, René, Zainadine Júnior, Rúben Ferreira, Diego Moreno, Franck-Yves Bambock, Edgar Costa, Nanu, Joel, Daizen Maeda, Matheus","6.7, 6.1, 6.7, 6.7, 6.5, 7.0, 5.8, 5.6, 6.8, 6.5, 6.9, 5.8","Erivaldo, Getterson, Jorge Correa, Charles, Fabio China, Pedro Pelágio, Dejan Kerkez","5.8, 5.9, 7.5, -1, -1, -1, -1","Raúl Silva, Bruno Viana, David Carmo, Ricardo Esgaio, Nuno Sequeira, Fransergio, João Novais, Trincão, Paulinho, Ricardo Horta","6.5, 6.5, 6.7, 7.6, 7.2, 6.7, 7.0, 8.8, 7.4, 6.3","Abel Ruiz, Wenderson Galeno, João Palhinha, Anthony Correia, Diogo Viana, Rui Fonte, Tiago Sá","6.1, 6.8, 6.8, -1, -1, -1, -1",12,18,38.1,61.9,73,84,11,14,14,13,11,13,5,8,9,8,Jorge Correa,"Trincão, Paulinho",,"Ricardo Esgaio, João Novais",4,3,1,0
01-Mar-20,2019/2020,20:00,Vitoria de Guimaraes,2,0,Tondela,Ivo Vieira,Natxo González,4-3-3,4-4-2,7.14,6.17,Estádio D. Afonso Henriques,,Manuel Oliveira,"Douglas, Falaye Sacko, Pedro Henrique, Frederico Venâncio, Florent Hanin, Denis Poha, André André, Pepe, Davidson, Bruno Duarte, Ola John, Cláudio Ramos","7.1, 7.5, 7.3, 7.3, 6.9, 7.5, 8.5, 6.8, 7.5, 7.8, 7.5, 6.3","João Pedro, João Teixeira, Abou Ouattara, Miguel Silva, Víctor García, Marcus Edwards, Easah Suliman","6.0, 6.3, 6.0, -1, -1, -1, -1","Fahd Moufi, Philipe Sampaio, Ricardo Alves, João Reis, Jhon Murillo, João Pedro, Pepelu, Richard Rodrigues, Tomislav Strkalj, António Xavier","5.8, 6.2, 5.6, 6.5, 6.2, 6.7, 6.2, 6.2, 6.4, 6.1","Pité, Jonathan Toro, Ronan, Jaquité, Yohan Tavares, Babacar Niasse, Marko Petkovic","6.3, 6.1, 6.0, -1, -1, -1, -1",13,9,45.1,54.9,64,69,13,8,16,19,16,9,7,4,3,13,"Bruno Duarte, André André",,"Falaye Sacko, Denis Poha",,1,2,0,0
02-Mar-20,2019/2020,19:30,Santa Clara,0,2,Porto,João Henriques,Sérgio Conceição,4-3-2-1,4-4-2,6.26,7.05,Estádio de São Miguel,,Carlos Xistra,"Marco, Pierre Sagna, Fábio Cardoso, João Afonso, Zaidu Sanusi, Anderson Carvalho, Costinha, Chico Ramos, Carlos Junior, Lincoln, Thiago Santana, Agustín Marchesín","5.2, 6.7, 6.1, 6.3, 6.3, 6.9, 6.8, 6.1, 6.4, 6.8, 6.0, 7.0","Diogo Salomão, Ukra, Crysan, Mamadu Cande, Rashid, André Ferreira, Zé Manuel","6.0, 6.0, 6.1, -1, -1, -1, -1","Wilson Manafá, Chancel Mbemba, Iván Marcano, Alex Telles, Corona, Danilo Pereira, Sérgio Oliveira, Otávio, Tiquinho Soares, Moussa Marega","7.7, 7.3, 7.9, 6.9, 6.7, 7.4, 8.6, 7.4, 6.7, 6.5","Romário Baró, Pepe, Shoya Nakajima, Vincent Aboubakar, Diogo Costa, Mamadou Loum, Fabio Silva","6.4, 6.2, 6.1, -1, -1, -1, -1",11,7,44,56,74,80,11,9,12,25,20,11,2,3,10,12,,"Wilson Manafá, Iván Marcano",,"Sérgio Oliveira, Sérgio Oliveira",2,3,0,0
02-Mar-20,2019/2020,20:45,Benfica,1,1,Moreirense,Bruno Lage,Ricardo Soares,4-2-3-1,4-1-4-1,6.68,6.81,Estádio da Luz,,Fábio Veríssimo,"Odisseas Vlachodimos, Tomas Tavares, Rúben Dias, Ferro, Alejandro Grimaldo, Julian Weigl, Andreas Samaris, Pizzi, Adel Taarabt, Rafa, Carlos Vinicius, Mateus Pasinato","6.0, 7.2, 6.5, 7.3, 7.2, 6.6, 6.5, 7.4, 6.6, 6.8, 6.2, 8.5","Jota, Dyego Sousa, Franco Cervi, Mile Svilar, Chiquinho, Florentino Luís, Nuno Tavares","6.4, 6.4, 6.7, -1, -1, -1, -1","João Aurélio, Iago Santos, Lazar Rosic, Abdu Conté, Fábio Pacheco, Bilel Aouacheria, Alex Soares, Filipe Soares, Gabrielzinho, Fábio Abreu","7.0, 7.2, 6.7, 7.3, 7.0, 6.5, 6.5, 6.4, 6.6, 7.5","Luís Machado, Pedro Nuno, Steven Vitória, Anthony D'Alberto, Nenê, Sori Mané, Pedro Trigueira","6.0, 5.9, 6.2, -1, -1, -1, -1",26,7,77.1,22.9,87,56,11,7,14,19,12,16,10,0,7,9,Pizzi,Fábio Abreu,,Abdu Conté,1,3,0,0
03-Mar-20,2019/2020,20:00,Famalicao,3,1,Sporting,João Pedro Sousa,Emanuel Ferro,4-2-3-1,4-2-3-1,7.08,6.37,Estádio Municipal 22 de Junho,,Luís Godinho,"Vaná Alves, Riccieli, Nehuén Pérez, Roderick Miranda, Racine Coly, Pote, Uros Racic, Diogo Gonçalves, Fábio Martins, Walterson, Toni Martínez, Luís Maximiano","6.6, 6.8, 7.3, 7.2, 7.2, 7.7, 7.9, 8.6, 7.2, 7.3, 6.7, 5.5","Anderson Silva, Guga, Álex Centelles, Rafael Defendi, Jorge Pereira, Ruben Del Campo, Ibrahim Cisse","6.6, 6.0, 6.1, -1, -1, -1, -1","Valentin Rosier, Luís Neto, Sebastián Coates, Marcos Acuña, Rodrigo Battaglia, Eduardo Henrique, Gonzalo Plata, Luciano Vietto, Jovane Cabral, Andraz Sporar","5.9, 6.7, 6.6, 7.5, 6.0, 6.2, 6.8, 6.2, 7.2, 6.3","Francisco Geraldes, Rafael Camacho, Pedro Mendes, Cristian Borja, Diogo Sousa, Tiago Ilori, Idrissa Doumbia","6.1, 6.0, 6.2, -1, -1, -1, -1",11,13,35.9,64.1,76,87,10,13,13,10,22,14,1,6,6,14,"Uros Racic, Diogo Gonçalves, Diogo Gonçalves",Sebastián Coates,"Fábio Martins, Pote",Marcos Acuña,2,3,0,0
06-Mar-20,2019/2020,20:30,Braga,3,1,Portimonense,Micael Sequeira,Paulo Sérgio,3-4-3,4-4-2,7.22,6.38,Estádio Municipal de Braga,,Fábio Veríssimo,"Matheus, Raúl Silva, Bruno Viana, David Carmo, Ricardo Esgaio, Pedro Amador, Fransergio, João Palhinha, Trincão, Paulinho, Ricardo Horta, Shuichi Gonda","6.8, 8.0, 7.2, 7.1, 7.4, 7.2, 6.9, 7.1, 9.0, 8.5, 8.1, 7.1","Rui Fonte, Wenderson Galeno, André Horta, Bruno Wilson, João Novais, Tiago Sá, Abel Ruiz","6.0, 5.9, 5.9, -1, -1, -1, -1","Emmanuel Hackman, Lucas Possignolo, Jadson, Henrique, Bruno Costa, Pedro Sá, Willyan, Bruno Tabata, Lucas Fernandes, Mohanad Ali","6.9, 6.6, 4.4, 5.9, 6.6, 6.3, 6.7, 6.4, 6.3, 5.8","Júnior Tavares, Ricardo Vaz Tê, Aylton Boa Morte, Dener, Koki Anzai, Ricardo Ferreira, Rodrigo Freitas","6.8, 6.3, 7.4, -1, -1, -1, -1",19,13,58.4,41.6,82,78,7,6,16,25,26,13,3,7,10,15,"Trincão, Raúl Silva, Ricardo Horta",Aylton Boa Morte,"Paulinho, Trincão",Bruno Tabata,0,3,0,0
07-Mar-20,2019/2020,15:30,Tondela,1,1,Boavista,Natxo González,Daniel Ramos,4-4-2,3-4-2-1,6.80,6.39,Estádio João Cardoso,,Gustavo Correia,"Cláudio Ramos, Fahd Moufi, Philipe Sampaio, Ricardo Alves, João Reis, Jhon Murillo, João Pedro, Pepelu, Pité, Ronan, Richard Rodrigues, Helton Leite","7.1, 6.2, 6.9, 6.3, 6.8, 6.2, 6.8, 6.4, 7.3, 8.4, 7.7, 6.6","Ricardo Valente, Tomislav Strkalj, Jaquité, Yohan Tavares, António Xavier, Babacar Niasse, Marko Petkovic","6.2, 6.1, -1, -1, -1, -1, -1","Neris, Gustavo Dulanto, Ricardo Costa, Carraça, Marlon, Nwankwo Obiora, Yaw Ackah, Gustavo Sauer, Heriberto Tavares, Nikola Stojiljkovic","6.5, 7.0, 5.6, 7.4, 6.3, 6.3, 6.2, 6.8, 6.1, 6.2","Paulinho, Idris, Cassiano, Bracali, Bueno, Fernando Cardozo, Miguel Reisinho","6.1, 6.1, 6.2, -1, -1, -1, -1",11,10,55.4,44.6,68,60,12,2,44,29,13,14,0,5,8,13,Ronan,Gustavo Dulanto,,,0,2,0,0
