Date,Season,Time,TeamHome,ResultTeamHome,ResultTeamAway,TeamAway,ManagerHome,ManagerAway,FormationHome,FormationAway,RatingTeamHome,RatingTeamAway,Stadium,Weather,Referee,StartTeamHome,RatingStartTeamHome,SubstitutionHome,RatingSubstitutionHome,StartTeamAway,RatingStartTeamAway,SubstitutionAway,RatingSubstitutionAway,TotalShotsHome,TotalShotsAway,PossessionHome,PossessionAway,PassAccuracyHome,PassAccuracyAway,DribblesHome,DribblesAway,AerialsWonHome,AerialsWonAway,TacklesHome,TacklesAway,CornersHome,CornersAway,DispossessedHome,DispossessedAway,GoalsHome,GoalsAway,AssistsHome,AssistsAway,YellowCardHome,YellowCardAway,RedCardHome,RedCardAway
09-Aug-19,2019/2020,19:45,Monaco,0,3,Lyon,Leonardo Jardim,Sylvio Mendes Campos Junior,4-2-3-1,4-3-3,6.02,7.20,Stade Louis II,,Ruddy Buquet,"Benjamin Lecomte, Ruben Aguilar, Kamil Glik, Jonathan Panzo, Fode Ballo-Toure, Jemerson, Benjamin Henrichs, Gelson Martins, Cesc Fàbregas, Rony Lopes, Lyle Foster, Anthony Lopes","4.5, 6.6, 6.0, 6.5, 5.7, 6.7, 6.6, 6.7, 5.0, 6.0, 6.0, 6.9","Adama Traoré, Moussa Sylla, Gabriel Boschilia, Nacer Chadli, Benoit Badiashile Mukinayi, Gil Dias, Diego Benaglio","5.9, 6.1, 6.0, -1, -1, -1, -1","Léo Dubois, Jason Denayer, Joachim Andersen, Youssouf Kone, Thiago Mendes, Lucas Tousart, Houssem Aouar, Bertrand Traoré, Moussa Dembele, Memphis Depay","7.4, 7.4, 7.3, 7.1, 7.2, 8.0, 7.0, 8.3, 8.2, 7.7","Maxwel Cornet, Kenny Tete, Jean Lucas, Marcelo, Martin Terrier, Ciprian Tatarusanu, Pape Cheikh","6.1, 6.1, 6.1, -1, -1, -1, -1",7,13,39,61,86,92,7,8,6,14,25,13,2,5,7,14,,"Moussa Dembele, Memphis Depay, Lucas Tousart",,"Bertrand Traoré, Thiago Mendes, Thiago Mendes",2,2,1,0
10-Aug-19,2019/2020,16:30,Marseille,0,2,Reims,André Villas-Boas,David Guion,4-3-3,4-2-3-1,6.33,7.26,Stade Vélodrome,,Jerome Brisard,"Steve Mandanda, Hiroki Sakai, Duje Caleta-Car, Boubacar Kamara, Jordan Amavi, Luiz Gustavo, Morgan Sanson, Kevin Strootman, Nemanja Radonjic, Valère Germain, Dimitri Payet, Predrag Rajkovic","6.5, 6.6, 6.2, 7.0, 6.6, 7.0, 6.2, 5.9, 6.1, 6.0, 6.7, 6.9","Bouna Sarr, Florian Chabrolle, Darío Benedetto, Maxime Lopez, Yohann Pelé, Álvaro González, Isaac Lihadji","6.2, 5.8, 5.9, -1, -1, -1, -1","Thomas Foket, Axel Disasi, Yunis Abdelhamid, Hassane Kamara, Xavier Chavalerin, Jacques-Alaixys Romao, Remi Oudin, Tristan Dingome, Moussa Doumbia, Boulaye Dia","7.5, 7.6, 7.4, 8.9, 7.0, 7.4, 6.2, 7.3, 6.8, 8.7","Suk Hyun-Jun, Ghislain Konan, Nathanael Mbuku, Nicolas Lemaitre, Sambou Sissoko, Moreto Cassamã, Nolan Mbemba","6.9, 6.5, 6.8, -1, -1, -1, -1",10,8,64.1,35.9,85,73,10,10,17,12,16,24,5,3,18,9,,"Boulaye Dia, Suk Hyun-Jun",,"Tristan Dingome, Boulaye Dia",1,0,0,0
10-Aug-19,2019/2020,19:00,Brest,1,1,Toulouse,Olivier Dall'Oglio,Alain Casanova,4-4-2,4-2-3-1,6.70,6.60,Stade Francis-Le Blé,,Olivier Thual,"Gautier Larsonneur, Julien Faussurier, Jean-Charles Castelletto, Denys Bain, Romain Perraud, Yoann Court, Haris Belkebla, Ibrahima Diallo, Samuel Grandsir, Gaëtan Charbonnier, Mathias Autret, Baptiste Reynet","5.9, 7.7, 6.5, 6.8, 6.2, 7.2, 7.4, 7.1, 6.2, 6.8, 7.9, 7.6","Cristian Battocchio, Kévin Mayi, Ferris N'Goma, Hugo Magnetti, Ludovic Baal, Donovan Léon, Brendan Chardonnet","6.2, 6.0, 6.0, -1, -1, -1, -1","Kelvin Amian, Bafode Diakite, Agustín Rogel, Issiaga Sylla, William Vainqueur, Ibrahim Sangaré, Matthieu Dossevi, Jean-Victor Makengo, Max-Alain Gradel, Efthymios Koulouris","6.7, 6.6, 6.4, 6.4, 6.5, 6.6, 7.1, 6.2, 6.4, 7.2","Steven Moreira, Quentin Boisgard, Aaron Leya Iseka, Nathan N'Goumou Minpole, Sam Sanna, Yaya Sanogo, Mauro Goicoechea","6.7, 6.2, 6.0, -1, -1, -1, -1",16,12,37.4,62.6,71,84,6,6,12,20,25,15,4,7,13,18,Mathias Autret,Efthymios Koulouris,Yoann Court,,0,0,0,0
10-Aug-19,2019/2020,19:00,Montpellier,0,1,Rennes,Michel Der Zakarian,Julien Stephan,3-4-1-2,5-3-2,6.62,7.03,Stade de la Mosson,,Willy Delajod,"Dimitry Bertaud, Hilton, Daniel Congré, Pedro Mendes, Arnaud Souquet, Joris Chotard, Damien Le Tallec, Mihailo Ristic, Jordan Ferri, Andy Delort, Gaetan Laborde, Romain Salin","6.6, 7.0, 6.8, 6.7, 6.9, 6.6, 6.3, 6.5, 7.9, 6.3, 6.3, 8.8","Keagan Dolly, Petar Skuletic, Souleymane Camara, Ambroise Oyongo, Nicolas Cozza, Matis Carvalho, Facundo Píriz","6.6, 6.2, 6.0, -1, -1, -1, -1","Hamari Traoré, Damien Da Silva, Jeremy Gelin, Jérémy Morel, Faitout Maouassa, Clément Grenier, James Lea Siliki, Eduardo Camavinga, Flavien Tait, M'Baye Niang","7.7, 7.5, 7.5, 8.5, 6.6, 7.0, 6.6, 7.8, 5.6, 6.5","Sacha Boey, Gerzino Nyamsi, Jordan Siebatcheu, Romain Del Castillo, Jakob Johansson, Yann Gboho, Elias Damergy","6.2, 6.0, 6.3, -1, -1, -1, -1",24,9,55.5,44.5,82,80,9,7,31,22,15,17,7,1,5,7,,Jérémy Morel,,Damien Da Silva,3,3,0,1
10-Aug-19,2019/2020,19:00,Nice,2,1,Amiens,Patrick Vieira,Luka Elsner,4-3-3,4-4-1-1,6.72,6.37,Allianz Riviera,,Jeremie Pignard,"Yannis Clementia, Patrick Burner, Dante, Christophe Herelle, Malang Sarr, Wylan Cyprien, Adrien Tameze, Remi Walter, Ignatius Ganago, Mickael Le Bihan, Myziane Maolida, Régis Gurtner","6.4, 6.9, 8.0, 7.4, 6.3, 7.6, 5.8, 6.6, 7.3, 6.7, 7.0, 6.7","Bassem Srarfi, Eddy Sylvestre, Ihsan Sacko, Andy Pelmard, Yoan Cardinale, Racine Coly, Kephren Thuram","6.1, 6.1, 6.1, -1, -1, -1, -1","Christophe Jallet, Jordan Lefort, Prince, Haitam Aleesami, Juan Ferney Otero, Alexis Blin, Thomas Monconduit, Cheick Timité, Eddy Gnahore, Serhou Guirassy","6.5, 6.6, 6.3, 6.4, 6.5, 6.5, 6.3, 6.9, 4.7, 6.5","Bongani Zungu, Saman Ghoddos, Chadrac Akolo, Madih Talal, Valentin Gendrey, Matthieu Dreyer, Bakaye Dibassy","6.2, 6.1, 7.0, -1, -1, -1, -1",17,8,68.9,31.1,89,76,12,7,10,21,11,8,7,3,5,5,"Christophe Herelle, Dante",Chadrac Akolo,Wylan Cyprien,,3,4,0,1
10-Aug-19,2019/2020,19:00,Angers,3,1,Bordeaux,Stéphane Moulin,Paulo Sousa,4-1-4-1,4-2-3-1,7.06,6.27,Stade Raymond-Kopa,,Hakim Ben El Hadj,"Ludovic Butelle, Vincent Manceau, Mateo Pavlovic, Romain Thomas, Rayan Ait Nouri, Baptiste Santamaría, Pierrick Capelle, Thomas Mangani, Jeff Reine-Adélaïde, Mathias Pereira Lage, Rachid Alioui, Benoit Costil","6.1, 6.7, 6.8, 6.8, 7.1, 7.2, 7.4, 7.8, 9.2, 8.3, 6.9, 5.8","Théo Pellenard, Vincent Pajot, Farid El Melali, Stéphane Bahoken, Ibrahim Cisse, Wilfried Kanga, Danijel Petkovic","6.3, 6.2, 6.0, -1, -1, -1, -1","Raoul Bellanova, Pablo, Mexer, Loris Benito, Aurelien Tchouameni, Albert-Nicolas Lottin, Hwang Ui-Jo, Nicolas de Preville, Samuel Kalu, Jimmy Briand","5.7, 6.3, 6.6, 5.9, 6.0, 6.4, 5.8, 7.6, 6.9, 6.1","Josh Maja, Yassine Benrahou, Toma Basic, Laurent Koscielny, Gaetan Poussin, Enock Kwateng, François Kamano","5.9, 6.4, 6.1, -1, -1, -1, -1",14,8,47.7,52.3,78,82,18,13,21,20,25,12,4,3,8,16,"Jeff Reine-Adélaïde, Mathias Pereira Lage, Thomas Mangani",Nicolas de Preville,"Mathias Pereira Lage, Rayan Ait Nouri, Jeff Reine-Adélaïde",,2,1,0,0
10-Aug-19,2019/2020,19:00,Dijon,1,2,Saint-Etienne,Stéphane Jobard,Ghislain Printant,4-2-3-1,4-2-3-1,6.58,6.93,Stade Gaston-Gérard,,Thomas Leonard,"Rúnar Alex Rúnarsson, Mickaël Alphonse, Senou Coulibaly, Bruno Ecuele Manga, Fouad Chafik, Romain Amalfitano, Didier Ndong, Mama Baldé, Benjamin Jeannot, Frédéric Sammaritano, Júlio Tavares, Stéphane Ruffier","5.6, 6.4, 6.5, 7.2, 6.6, 7.2, 7.1, 6.5, 6.3, 6.5, 7.9, 7.6","Jules Keita, Bryan Soumaré, Enzo Loiodice, Théo Barbet, Lévi Ntumba, Nayef Aguerd, Rayan Philippe","6.2, 6.0, 6.1, -1, -1, -1, -1","Mathieu Debuchy, Loic Perrin, Harold Moukoudi, Miguel Trauco, Yann M'Vila, Jean Eudes Aholou, Romain Hamouma, Ryad Boudebouz, Denis Bouanga, Wahbi Khazri","6.6, 7.6, 7.3, 7.0, 7.0, 8.0, 7.2, 7.2, 6.1, 7.2","Robert Beric, Zaydou Youssouf, Arnaud Nordin, Jessy Moulin, Lois Diony, Mickael Nade, Sergi Palencia","5.9, 6.5, 6.0, -1, -1, -1, -1",15,12,52.8,47.2,82,81,9,5,22,18,16,18,12,5,13,13,Júlio Tavares,"Romain Hamouma, Jean Eudes Aholou",,"Wahbi Khazri, Ryad Boudebouz",0,2,0,0
11-Aug-19,2019/2020,14:00,Lille,2,1,Nantes,Christophe Galtier,Christian Gourcuff,4-2-3-1,4-3-3,6.75,6.50,Stade Pierre-Mauroy,,Mikael Lesage,"Mike Maignan, Mehmet Zeki Çelik, Tiago Djaló, José Fonte, Domagoj Bradaric, Boubakary Soumaré, Benjamin André, Jonathan Ikoné, Timothy Weah, Jonathan Bamba, Victor Osimhen, Alban Lafont","6.6, 6.5, 6.7, 7.0, 6.1, 6.1, 6.9, 7.4, 6.1, 7.0, 8.4, 6.4","Yusuf Yazici, Reinildo, Thiago Maia, Léo Jardim, Abou Ouattara, Jérémy Pied, Cheikh Niasse","6.6, 6.5, 6.5, -1, -1, -1, -1","Fabio, Molla Wagué, Nicolas Pallois, Charles Traoré, Andrei Girotto, Abdoulaye Touré, Valentin Rongier, Marcus Coco, Kalifa Coulibaly, Lucas Lima","6.3, 6.7, 6.6, 6.8, 7.2, 6.0, 6.2, 6.4, 6.8, 7.0","Abdoul Kader Bamba, Samuel Moutoussamy, Alexandre Olliero, Imran Louza, Thody Elie Youan, Dennis Appiah, Josué Homawoo","5.9, 6.2, -1, -1, -1, -1, -1",13,13,54.2,45.8,85,79,12,9,9,22,13,20,5,11,7,9,"Victor Osimhen, Victor Osimhen",Mehmet Zeki Çelik,"José Fonte, Mehmet Zeki Çelik",,2,4,0,0
11-Aug-19,2019/2020,16:00,Strasbourg,1,1,Metz,Thierry Laurey,Frédéric Antonetti,3-5-1-1,4-3-3,6.73,6.53,Stade de la Meinau,,Antony Gautier,"Matz Sels, Alexander Djiku, Stefan Mitrovic, Lamine Koné, Kenny Lala, Lionel Carole, Youssouf Fofana, Jonas Martin, Dimitri Lienard, Adrien Thomasson, Ludovic Ajorque, Alexandre Oukidja","6.9, 6.8, 6.8, 7.2, 6.6, 6.8, 6.2, 6.6, 7.6, 7.7, 6.6, 6.6","Kévin Zohi, Jean-Ricner Bellegarde, Nuno da Costa, Bingourou Kamara, Benjamin Corgnet, Abdallah Ndour, Mohamed Simakan","6.0, 6.2, 6.2, -1, -1, -1, -1","Fabien Centonze, Mamadou Fofana, Stoppila Sunzu, Thomas Delaine, Renaud Cohade, Kevin N'Doram, Habib Maïga, Farid Boulaya, Habib Diallo, Opa Nguette","7.0, 6.7, 6.2, 6.4, 6.6, 5.9, 6.9, 6.1, 7.3, 7.4","Victorien Angban, Ibrahima Niane, Marvin Gakpa, Paul Delecroix, Thierry Ambrose, Manuel Cabit, John Boye","6.1, 6.2, 6.1, -1, -1, -1, -1",13,7,59.5,40.5,85,79,14,4,19,12,13,22,3,4,15,7,Adrien Thomasson,Habib Diallo,Dimitri Lienard,Opa Nguette,0,1,0,0
11-Aug-19,2019/2020,20:00,PSG,3,0,Nimes,Thomas Tuchel,Bernard Blaquart,4-3-3,4-5-1,7.13,6.05,Parc des Princes,,Clément Turpin,"Alphonse Areola, Thilo Kehrer, Thiago Silva, Abdou Diallo, Juan Bernat, Marquinhos, Julian Draxler, Marco Verratti, Pablo Sarabia, Edinson Cavani, Kylian Mbappé, Paul Bernardoni","6.8, 7.0, 7.3, 7.6, 7.6, 7.5, 6.5, 7.7, 6.4, 7.1, 8.6, 6.0","Thomas Meunier, Leandro Paredes, Ángel Di María, Eric Maxim Choupo-Moting, Layvin Kurzawa, Colin Dagba, Marcin Bulka","6.1, 6.2, 7.5, -1, -1, -1, -1","Sofiane Alakouch, Anthony Briancon, Pablo Martinez, Florian Miguel, Zinedine Ferhat, Theo Valls, Antonin Bobichon, Gaetan Paquiez, Romain Philippoteaux, Renaud Ripart","6.6, 6.1, 5.5, 6.2, 6.6, 5.8, 6.2, 6.0, 5.8, 5.9","Pierrick Valdivia, Théo Sainte-Luce, Haris Duljevic, Lucas Lionel Dias, Kévin Denkey, Lucas Buades, Loïck Landre","6.0, 6.0, 6.1, -1, -1, -1, -1",12,5,74.7,25.3,92,77,11,7,9,15,17,14,2,6,4,9,"Edinson Cavani, Kylian Mbappé, Ángel Di María",,"Juan Bernat, Kylian Mbappé",,2,1,0,0
16-Aug-19,2019/2020,19:45,Lyon,6,0,Angers,Sylvio Mendes Campos Junior,Stéphane Moulin,4-3-3,4-1-4-1,7.81,5.55,Groupama Stadium,,Benoît Millot,"Anthony Lopes, Léo Dubois, Jason Denayer, Joachim Andersen, Youssouf Kone, Thiago Mendes, Lucas Tousart, Houssem Aouar, Bertrand Traoré, Moussa Dembele, Memphis Depay, Ludovic Butelle","7.4, 7.3, 7.5, 7.4, 7.5, 7.5, 8.2, 10, 8.2, 8.8, 9.9, 4.3","Kenny Tete, Martin Terrier, Jean Lucas, Marcelo, Maxence Caqueret, Ciprian Tatarusanu, Maxwel Cornet","6.4, 6.4, 7.0, -1, -1, -1, -1","Vincent Manceau, Mateo Pavlovic, Romain Thomas, Rayan Ait Nouri, Baptiste Santamaría, Pierrick Capelle, Thomas Mangani, Vincent Pajot, Mathias Pereira Lage, Rachid Alioui","5.3, 4.3, 5.7, 5.8, 6.0, 5.5, 5.6, 5.8, 5.6, 6.3","Wilfried Kanga, Casimir Ninga, Stéphane Bahoken, Farid El Melali, Ibrahim Cisse, Danijel Petkovic, Ismael Traoré","6.0, 5.9, 5.7, -1, -1, -1, -1",11,10,67.4,32.6,91,80,13,6,8,6,19,12,2,5,8,18,"Houssem Aouar, Moussa Dembele, Memphis Depay, Memphis Depay, Moussa Dembele, Jean Lucas",,"Thiago Mendes, Houssem Aouar, Houssem Aouar, Memphis Depay",,1,2,0,0
17-Aug-19,2019/2020,16:30,Nantes,0,0,Marseille,Christian Gourcuff,André Villas-Boas,4-2-3-1,4-3-3,6.75,6.77,La Beaujoire-Louis-Fonteneau,,Benoît Bastien,"Alban Lafont, Fabio, Andrei Girotto, Nicolas Pallois, Charles Traoré, Mehdi Abeid, Abdoulaye Touré, Imran Louza, Valentin Rongier, Lucas Lima, Kalifa Coulibaly, Steve Mandanda","6.6, 6.9, 7.1, 7.8, 6.9, 6.6, 6.2, 6.5, 6.9, 6.5, 6.9, 8.4","Abdoul Kader Bamba, Samuel Moutoussamy, Alexandre Olliero, Thody Elie Youan, Dennis Appiah, Molla Wagué, Cristian Benavente Bristol","6.8, 6.1, -1, -1, -1, -1, -1","Hiroki Sakai, Boubacar Kamara, Álvaro González, Jordan Amavi, Luiz Gustavo, Maxime Lopez, Morgan Sanson, Bouna Sarr, Darío Benedetto, Dimitri Payet","7.2, 6.7, 7.0, 7.6, 6.6, 6.2, 6.5, 6.5, 5.6, 7.9","Nemanja Radonjic, Kevin Strootman, Valère Germain, Duje Caleta-Car, Florian Chabrolle, Yohann Pelé, Saif-Eddine Khaoui","6.0, 6.3, 6.2, -1, -1, -1, -1",13,9,54.2,45.8,80,79,7,8,20,24,20,11,7,3,7,11,,,,,0,3,0,0
17-Aug-19,2019/2020,19:00,Amiens,1,0,Lille,Luka Elsner,Christophe Galtier,4-2-3-1,4-2-3-1,6.91,6.35,Stade de la Licorne,,Karim Abed,"Régis Gurtner, Christophe Jallet, Prince, Bakaye Dibassy, Haitam Aleesami, Thomas Monconduit, Alexis Blin, Saman Ghoddos, Gaël Kakuta, Chadrac Akolo, Serhou Guirassy, Mike Maignan","6.8, 7.5, 7.1, 7.4, 7.3, 7.4, 7.0, 6.7, 6.5, 7.4, 7.4, 6.2","Bongani Zungu, Moussa Konaté, Madih Talal, Jordan Lefort, Matthieu Dreyer, Cheick Timité, Jonathan Bumbu","6.4, 6.1, 6.0, -1, -1, -1, -1","Mehmet Zeki Çelik, Tiago Djaló, José Fonte, Domagoj Bradaric, Boubakary Soumaré, Benjamin André, Jonathan Ikoné, Yusuf Yazici, Jonathan Bamba, Victor Osimhen","6.7, 6.7, 6.4, 6.2, 5.7, 7.3, 6.4, 6.3, 6.0, 6.4","Timothy Weah, Loïc Rémy, Thiago Maia, Léo Jardim, Jérémy Pied, Reinildo, Cheikh Niasse","6.1, 6.1, 6.4, -1, -1, -1, -1",8,9,49.8,50.2,79,75,4,11,19,18,21,15,3,10,14,10,Serhou Guirassy,,Chadrac Akolo,,1,1,0,1
17-Aug-19,2019/2020,19:00,Bordeaux,1,1,Montpellier,Paulo Sousa,Michel Der Zakarian,3-4-2-1,3-5-2,6.76,6.60,Matmut Atlantique,,Frank Schneider,"Benoit Costil, Pablo, Laurent Koscielny, Mexer, Youssouf Sabaly, Loris Benito, Otávio, Toma Basic, Nicolas de Preville, Samuel Kalu, Hwang Ui-Jo, Gerónimo Rulli","6.5, 7.3, 6.3, 7.3, 7.0, 7.0, 6.6, 5.8, 6.8, 7.8, 6.0, 6.5","Josh Maja, Jimmy Briand, Yassine Benrahou, Aurelien Tchouameni, Gaetan Poussin, Maxime Poundjé, Raoul Bellanova","7.6, 6.1, 6.5, -1, -1, -1, -1","Hilton, Daniel Congré, Pedro Mendes, Arnaud Souquet, Ambroise Oyongo, Jordan Ferri, Damien Le Tallec, Mihailo Ristic, Andy Delort, Gaetan Laborde","6.0, 7.0, 6.5, 6.2, 6.7, 7.2, 6.7, 6.2, 7.8, 7.2","Keagan Dolly, Souleymane Camara, Dimitry Bertaud, Nicolas Cozza, Joris Chotard, Petar Skuletic, Mathías Suárez","6.0, 6.0, -1, -1, -1, -1, -1",13,10,64.9,35.1,85,70,14,8,26,13,10,29,3,5,15,5,Josh Maja,Andy Delort,Yassine Benrahou,Gaetan Laborde,2,1,0,0
17-Aug-19,2019/2020,19:00,Nimes,1,2,Nice,Bernard Blaquart,Patrick Vieira,4-5-1,4-3-3,6.26,6.60,Stade des Costières,,François Letexier,"Paul Bernardoni, Sofiane Alakouch, Anthony Briancon, Pablo Martinez, Florian Miguel, Zinedine Ferhat, Pierrick Valdivia, Theo Valls, Antonin Bobichon, Haris Duljevic, Renaud Ripart, Yannis Clementia","6.0, 6.7, 5.0, 4.7, 7.0, 6.8, 6.0, 6.4, 6.6, 6.6, 7.4, 7.1","Sidy Sarr, Vlatko Stojanovski, Romain Philippoteaux, Loïck Landre, Lucas Lionel Dias, Kévin Denkey, Gaetan Paquiez","6.6, 6.0, 5.9, -1, -1, -1, -1","Patrick Burner, Dante, Christophe Herelle, Racine Coly, Pierre Lees-Melou, Wylan Cyprien, Adrien Tameze, Ignatius Ganago, Arnaud Lusamba, Ihsan Sacko","6.5, 6.5, 6.4, 5.4, 6.9, 7.3, 6.9, 7.6, 6.6, 6.4","Kephren Thuram, Ibrahim Cisse, Andy Pelmard, Eddy Sylvestre, Yoan Cardinale, Bassem Srarfi, Alexandre Gameiro","6.1, 6.3, 6.3, -1, -1, -1, -1",18,6,54,46,82,77,10,8,24,10,9,13,2,1,5,5,Renaud Ripart,"Wylan Cyprien, Ignatius Ganago",,Wylan Cyprien,5,6,2,1
17-Aug-19,2019/2020,19:00,Metz,3,0,Monaco,Frédéric Antonetti,Leonardo Jardim,4-3-3,4-2-3-1,7.36,6.34,Stade Saint-Symphorien,Clear,Eric Wattellier,"Alexandre Oukidja, Fabien Centonze, John Boye, Stoppila Sunzu, Thomas Delaine, Renaud Cohade, Victorien Angban, Habib Maïga, Farid Boulaya, Habib Diallo, Opa Nguette, Benjamin Lecomte","8.3, 8.3, 6.9, 6.9, 7.3, 8.4, 6.9, 7.8, 7.4, 8.7, 7.4, 7.4","Ibrahima Niane, Mamadou Fofana, Thierry Ambrose, Sami Lahssaini, Paul Delecroix, Marvin Gakpa, Manuel Cabit","6.1, 6.4, 6.2, -1, -1, -1, -1","Ruben Aguilar, Benoit Badiashile Mukinayi, Kamil Glik, Fode Ballo-Toure, Gabriel Boschilia, Jemerson, Gelson Martins, Aleksandr Golovin, Henry Onyekuru, Wissam Ben Yedder","5.3, 7.3, 5.6, 6.4, 6.2, 6.0, 6.6, 6.5, 5.8, 6.5","Lyle Foster, Keita, Gil Dias, Adama Traoré, Diego Benaglio, Jonathan Panzo","5.8, 6.3, 7.2, -1, -1, -1",18,12,48.7,51.3,82,85,8,14,12,11,26,16,6,4,11,18,"Habib Diallo, Habib Diallo, Renaud Cohade",,,,1,2,0,1
17-Aug-19,2019/2020,19:00,Toulouse,1,0,Dijon,Alain Casanova,Stéphane Jobard,4-2-3-1,4-1-4-1,7.15,6.66,"Stadium Municipal, Toulouse",,Ruddy Buquet,"Baptiste Reynet, Steven Moreira, Kelvin Amian, Bafode Diakite, Issiaga Sylla, William Vainqueur, Ibrahim Sangaré, Matthieu Dossevi, Jean-Victor Makengo, Max-Alain Gradel, Efthymios Koulouris, Rúnar Alex Rúnarsson","7.9, 6.6, 7.2, 7.3, 7.7, 7.1, 7.3, 8.1, 7.3, 7.3, 7.8, 7.4","Wesley Said, Kalidou Sidibe, Quentin Boisgard, Aaron Leya Iseka, Mathieu Goncalves, Yaya Sanogo, Mauro Goicoechea","6.1, 6.2, 6.3, -1, -1, -1, -1","Mickaël Alphonse, Senou Coulibaly, Bruno Ecuele Manga, Fouad Chafik, Wesley Lautoa, Mama Baldé, Romain Amalfitano, Didier Ndong, Benjamin Jeannot, Júlio Tavares","6.9, 7.1, 6.7, 6.5, 6.5, 6.5, 6.2, 6.5, 6.5, 6.7","Jules Keita, Bryan Soumaré, Frédéric Sammaritano, Enzo Loiodice, Lévi Ntumba, Florent Balmont, Nayef Aguerd","6.8, 6.1, 7.0, -1, -1, -1, -1",18,18,53.2,46.8,84,82,16,13,16,18,17,20,7,5,12,12,Jean-Victor Makengo,,Efthymios Koulouris,,2,0,0,0
18-Aug-19,2019/2020,14:00,Saint-Etienne,1,1,Brest,Ghislain Printant,Olivier Dall'Oglio,4-2-3-1,4-4-2,6.71,6.63,Stade Geoffroy-Guichard,,Johan Hamel,"Stéphane Ruffier, Mathieu Debuchy, Loic Perrin, Harold Moukoudi, Miguel Trauco, Yann M'Vila, Jean Eudes Aholou, Romain Hamouma, Ryad Boudebouz, Denis Bouanga, Wahbi Khazri, Gautier Larsonneur","6.5, 6.8, 7.5, 6.5, 7.0, 6.4, 6.8, 6.4, 7.5, 8.4, 6.1, 6.9","Robert Beric, Zaydou Youssouf, Arnaud Nordin, Lois Diony, Jessy Moulin, Mickael Nade, Sergi Palencia","6.0, 6.0, 6.2, -1, -1, -1, -1","Julien Faussurier, Jean-Charles Castelletto, Denys Bain, Romain Perraud, Yoann Court, Haris Belkebla, Ibrahima Diallo, Samuel Grandsir, Gaëtan Charbonnier, Mathias Autret","6.8, 6.2, 6.9, 6.4, 7.2, 6.5, 7.1, 6.7, 6.6, 7.3","Cristian Battocchio, Paul Lasne, Ludovic Baal, Ferris N'Goma, Donovan Léon, Kévin Mayi, Brendan Chardonnet","6.2, 6.1, 6.0, -1, -1, -1, -1",19,9,55.2,44.8,82,77,6,8,24,10,24,20,4,2,11,19,Denis Bouanga,Julien Faussurier,,Mathias Autret,1,2,0,0
18-Aug-19,2019/2020,16:00,Reims,0,0,Strasbourg,David Guion,Thierry Laurey,4-2-3-1,3-5-1-1,6.74,6.56,Stade Auguste-Delaune,,Florent Batta,"Predrag Rajkovic, Thomas Foket, Axel Disasi, Yunis Abdelhamid, Hassane Kamara, Xavier Chavalerin, Jacques-Alaixys Romao, Remi Oudin, Tristan Dingome, Moussa Doumbia, Boulaye Dia, Matz Sels","7.3, 7.7, 7.2, 6.8, 7.2, 7.4, 6.5, 6.6, 6.0, 6.3, 6.4, 6.7","Suk Hyun-Jun, Nathanael Mbuku, Nicolas Lemaitre, Sambou Sissoko, Moreto Cassamã, Ghislain Konan, Nolan Mbemba","6.1, 6.0, -1, -1, -1, -1, -1","Alexander Djiku, Stefan Mitrovic, Mohamed Simakan, Kenny Lala, Abdallah Ndour, Jonas Martin, Ibrahima Sissoko, Jean-Ricner Bellegarde, Adrien Thomasson, Ludovic Ajorque","7.5, 7.0, 7.4, 6.8, 6.6, 6.8, 6.3, 6.6, 6.0, 6.3","Lebo Mothiba, Dimitri Lienard, Nuno da Costa, Lionel Carole, Bingourou Kamara, Lamine Koné, Ivann Botella","5.9, 6.0, 6.0, -1, -1, -1, -1",11,5,58.4,41.6,85,81,3,4,17,17,17,10,2,4,4,11,,,,,2,0,0,0
18-Aug-19,2019/2020,20:00,Rennes,2,1,PSG,Julien Stephan,Thomas Tuchel,5-3-2,4-3-3,6.64,6.44,Roazhon Park,,Antony Gautier,"Romain Salin, Hamari Traoré, Damien Da Silva, Jeremy Gelin, Jérémy Morel, Faitout Maouassa, Eduardo Camavinga, Benjamin Bourigeaud, Clément Grenier, Romain Del Castillo, M'Baye Niang, Alphonse Areola","6.5, 7.2, 5.6, 7.0, 6.5, 6.7, 7.3, 6.7, 7.0, 7.3, 7.0, 5.8","James Lea Siliki, Jordan Siebatcheu, Sacha Boey, Gerzino Nyamsi, Edouard Mendy, Jakob Johansson, Yann Gboho","6.2, 5.9, 6.0, -1, -1, -1, -1","Thomas Meunier, Thiago Silva, Abdou Diallo, Juan Bernat, Marquinhos, Julian Draxler, Marco Verratti, Ángel Di María, Edinson Cavani, Kylian Mbappé","5.7, 7.3, 6.2, 6.5, 6.7, 6.3, 7.1, 6.2, 7.2, 6.9","Pablo Sarabia, Colin Dagba, Leandro Paredes, Eric Maxim Choupo-Moting, Tanguy Kouassi, Marcin Bulka, Idrissa Gueye","6.2, 6.1, 6.0, -1, -1, -1, -1",10,9,38.6,61.4,85,89,5,16,6,13,14,16,4,7,9,5,"M'Baye Niang, Romain Del Castillo",Edinson Cavani,"Hamari Traoré, Eduardo Camavinga",,1,5,0,0
